word,cat,A_M,A_SD,V_M,V_SD
taxonomic category,noun,4.8,2.71,7.65,1.55,
puke,noun,5.75,2.84,2.06,1.57,
chum,noun,4.71,2.68,7.11,2.17,
modification,noun,4.71,2.09,6.93,1.47,
shoot,verb,7.17,2.06,3.22,2.06,
brunette,adj,4.28,2.21,4.71,2.36,
net,noun,6.68,1.78,7.63,1.3,
respectable,adj,4.38,2.69,6.55,2.44,
fainthearted,adj,4.11,2.09,3.86,1.55,
dictyopterous insect,noun,6.11,2.78,2.81,2.11,
affect,verb,5.73,2.09,4.33,2.35,
bad-mannered,adj,6.31,2.47,2.5,2.11,
foreign,adj,5.45,2.15,5.6,1.82,
commercialise,verb,4.12,1.83,5.66,1.02,
indistinguishability,noun,4.95,2.24,6.57,1.99,
watch out,verb,4.1,2.12,5.78,1.51,
development,noun,6.02,2.58,7.73,1.34,
bather,noun,4.82,2.49,6.54,1.64,
tear up,verb,5.87,2.56,4.84,2.51,
grip,verb,5.83,2.73,7.34,1.68,
debauch,noun,6.39,2.63,2.96,1.93,
extinct,adj,5.73,2.73,1.94,1.76,
success,noun,5.86,2.4,2,1.18,
land site,noun,5.33,2.04,4.74,2,
insouciant,adj,3.12,1.93,4.74,1.11,
solid food,noun,4,2.19,6.04,1.94,
decline,noun,4.83,2.31,2.63,1.64,
move,verb,5.73,2.09,4.33,2.35,
awful,adj,6.27,2.44,1.93,1.44,
painting,noun,6.41,2.09,6.82,1.63,
facial expression,noun,5.04,2.18,6.39,1.6,
couple up,verb,6.39,2.31,7.41,1.97,
status,noun,7.32,2.07,2.95,2.22,
arachnoid,noun,5.71,2.21,3.33,1.72,
belief,noun,5.3,2.66,6.68,2.71,
boil down,verb,4.65,2.13,5.2,1.28,
Stephen Samuel Wise,noun,3.91,2.64,7.52,1.23,
separated,adj,4.26,2.57,3.86,1.88,
swimmer,noun,5.04,2.1,6.45,1.55,
extrinsic,adj,5.45,2.15,5.6,1.82,
woolgather,verb,4.53,2.72,6.73,1.75,
door,noun,5.55,2.39,4.02,2.44,
fantasise,verb,5.14,2.82,7.41,1.9,
descendent,noun,5.55,2.29,7.08,1.98,
deceive,verb,7.24,2.06,1.68,1.02,
boot,noun,8.02,1.65,8.05,1.48,
cloud cover,noun,3.46,1.92,3.65,1.61,
lumber,noun,3.36,2.12,4.82,1.23,
lift,verb,3.96,1.94,5.29,0.97,
dishonesty,noun,5.68,2.46,2.9,1.63,
family,noun,4.25,2.47,5.55,2.24,
sore,adj,4.88,2.3,6.93,1.28,
cutting off,noun,5,2.32,3.64,2.08,
PET,noun,5.1,2.59,6.79,2.32,
commercial enterprise,noun,3.92,1.94,5.29,1.15,
lovely,adj,5.12,2.71,7.81,1.24,
humanities,noun,3.93,2.29,5.24,2.01,
expend,verb,6.83,2.7,1.8,1.23,
mental case,noun,5.13,2.76,4.45,2.23,
dark red,noun,4.78,2.34,5.95,2.19,
hug,verb,4.4,2.67,7.72,1.92,
shoot the breeze,verb,5.74,2.38,3.48,2.33,
ridiculous,adj,5.88,2.38,7.41,1.8,
read,verb,5.39,2.22,7.15,1.49,
paddle,verb,3.18,1.76,4.74,1.02,
Pisces the Fishes,noun,4,2.19,6.04,1.94,
listing,noun,3.7,2.18,5.68,1.62,
asphyxiate,verb,6.03,3.19,1.56,0.96,
pull through,verb,4.95,2.19,6.45,1.93,
graminaceous plant,noun,4.14,2.11,6.12,1.44,
venerating,adj,4.6,2.67,7.22,1.27,
division,noun,5,2.32,3.64,2.08,
versed,adj,6.98,2.21,7.61,1.51,
begrime,verb,4.88,2.29,3.08,2.05,
bonded,adj,3.14,2.47,7.57,1.76,
wireless,noun,4.78,2.82,6.73,1.47,
vivid,adj,5.4,2.33,7.5,1.55,
allow,verb,5.3,2.66,6.68,2.71,
cell,noun,4.88,1.86,5.16,1.87,
sweetener,noun,4.51,2.25,6.73,1.7,
raging,adj,7.17,2.07,2.85,1.7,
derivative,noun,4.74,2.23,6.49,1.31,
take,verb,4.08,2.41,6.2,1.37,
fungus,noun,4.07,1.98,3.55,1.7,
dry out,verb,4.12,2.3,6.34,1.56,
wasteland,noun,4.14,2.3,2.93,1.76,
subvert,verb,6.26,2.61,2.79,2.12,
motive,adj,4.49,2.28,6.2,1.85,
behave,verb,5.52,2.45,2.88,1.64,
specious,adj,3.43,2.09,3.27,1.4,
insane,adj,5.39,2.46,3.76,2,
hoot,noun,3.17,2.23,7.27,1.36,
untested,adj,5.64,2.51,6.89,2.12,
home appliance,noun,3.76,2.06,4.9,1.02,
container,noun,4.27,2.07,4.75,1.38,
sexuality,noun,4.38,2.13,5.73,1.55,
ending,noun,6.63,2.84,8.32,1.16,
acerbic,adj,5.1,1.95,3.93,1.98,
lipide,noun,4.81,2.8,2.28,1.92,
saccharide,noun,5.64,2.18,6.74,1.73,
steadfast,adj,4.02,2.41,4.68,1.97,
housing,noun,3.43,1.85,5.05,0.31,
vandalise,verb,3.7,2.18,5.68,1.62,
affected,adj,4.29,2.45,1.9,1.14,
shot,noun,7.02,1.84,3.47,2.48,
honeymooner,noun,5.55,2.74,7.34,1.71,
distant,adj,3.27,2.05,4.88,1.83,
violation,noun,7.51,2.28,2.03,1.55,
rale,noun,4.36,2.18,5.03,1.23,
pallid,adj,4.29,2.45,1.9,1.14,
love,verb,3.61,2.56,7.51,1.38,
brain,noun,5,2.68,6.68,1.84,
casualty,noun,5.57,2.26,3.05,1.65,
sinless,adj,4.21,1.99,6.51,1.34,
jejune,adj,4.15,1.96,3.39,1.7,
elongate,verb,3.42,2.21,6.32,1.56,
lonesomeness,noun,4.56,2.97,1.61,1.02,
unfixed,adj,5.15,3.04,8.26,1.31,
power tool,noun,4.58,2.02,4.88,1.16,
dulcify,verb,4.51,2.25,6.73,1.7,
insincere,adj,3.43,2.09,3.27,1.4,
calmness,noun,2.82,2.13,5.58,1.83,
apologise,verb,4.48,2.29,4.05,1.41,
life principle,noun,5.56,2.62,7,1.32,
home base,noun,4.21,2.94,7.91,1.63,
cyanogenic,adj,6.4,2.41,2.1,1.48,
random,adj,4.07,2.18,4.02,1.41,
produce,verb,6.22,1.91,2.73,1.72,
event,noun,4.7,2.48,4.09,2.21,
exigency,noun,4.59,2.1,3.83,1.7,
rejoice,verb,5.78,2.6,7.8,1.83,
savage,noun,6.4,1.88,2.71,1.91,
six-shooter,noun,5.55,2.39,4.02,2.44,
level,noun,6.14,2.39,6.43,1.98,
receiving set,noun,4.78,2.82,6.73,1.47,
comfy,adj,4.48,2.82,7.1,1.91,
result,noun,5.41,2.43,6.63,1.68,
estimation,noun,5.86,1.81,7,1.34,
deviate,noun,6.26,2.61,2.79,2.12,
conflict,noun,7.15,2.19,3.76,2.63,
bodily fluid,noun,3.68,2.57,5.95,2.16,
endure,verb,3.93,2.49,4.82,2.06,
dirty,adj,4.93,2.23,2.81,1.52,
scorn,verb,6.28,2.43,2.03,1.38,
message,noun,4.89,2.46,6.28,1.45,
white goods,noun,4.17,2.11,4.95,1,
cough,verb,4.39,2.29,5.88,1.62,
pestiferous,adj,4.88,2.29,3.08,2.05,
recognition,noun,5.31,2.23,5.92,1.57,
insistence,noun,6.07,2.26,3.38,1.61,
young person,noun,5.85,2.78,7.56,1.9,
sun,noun,6.1,2.3,7.76,1.43,
flash,noun,5.44,2.68,6.93,1.83,
unhealthiness,noun,5.03,2.77,1.66,1.34,
athletic competition,noun,6.1,2.29,6.61,2.08,
disoriented,adj,5.82,2.62,2.82,1.83,
au naturel,adj,5.8,2.8,6.34,2.42,
female offspring,noun,4.29,2.69,6.87,1.64,
prank,noun,6.74,1.84,8.1,1.36,
gift,verb,4.88,2.3,6.93,1.28,
patient role,noun,4.21,2.37,5.29,1.89,
harmony,noun,5.02,2.24,7.08,1.59,
excited,adj,6.59,2.07,3.29,1.47,
emphasis,noun,7.45,2.38,2.09,1.41,
anger,noun,6.83,2.26,3.52,2.12,
gloaming,noun,4.7,2.41,7.23,1.8,
pipe up,verb,5.36,2.91,3.93,2.22,
production,noun,4.17,2.49,5.72,1.54,
paradigm,noun,4.65,2.13,5.2,1.28,
quality,noun,6.67,1.87,6.54,2.21,
attender,noun,4.88,2.3,6.93,1.28,
pleasure,noun,7.22,2.13,8.6,0.71,
traveller,noun,4.76,2.4,5.67,1.91,
carrying out,noun,5.71,2.74,2.37,2.06,
try,verb,7.15,2.19,3.76,2.63,
go down,verb,4.7,2.48,4.09,2.21,
black-market,adj,4.61,2.24,5.39,1.8,
range,noun,4.51,2.14,4.98,1.69,
downright,adj,5.32,1.92,7.7,1.43,
alcoholic,adj,5.12,2.19,5.22,1.82,
hospitable,adj,4.46,2.55,7.59,1.67,
branch,noun,3.96,1.94,5.29,0.97,
brochure,noun,3.62,2.02,4.79,1.05,
ordinary,adj,3.18,1.85,4.61,1.28,
put,verb,4.16,2.8,7.92,1.24,
symbol,noun,3.24,2.08,5.26,0.86,
falsehood,noun,5.96,2.63,2.79,1.92,
disposition,noun,6.34,2.25,7.39,1.53,
check,verb,5.39,2.22,7.15,1.49,
faecal matter,noun,4,2.14,4.56,1.72,
buckram,adj,4.02,2.41,4.68,1.97,
freed,adj,5.15,3.04,8.26,1.31,
toy,verb,6.91,1.69,7.52,1.19,
madness,noun,8.17,1.4,2.41,1.86,
calm down,verb,2.82,2.13,5.58,1.83,
narcotising,adj,4.93,2.57,4.29,2.3,
unpleasant woman,noun,5.76,2.5,7.57,1.66,
puncture,noun,4.7,2.59,3.98,1.73,
go,verb,3.41,2.14,5,1.96,
outflow,noun,5.67,2.51,7.76,1.51,
brave,adj,5.6,2.21,6.8,1.61,
work up,verb,6.02,2.58,7.73,1.34,
collection,noun,5.63,2.36,6.88,1.74,
revilement,noun,6.83,2.7,1.8,1.23,
traitorous,adj,6.2,2.7,2.05,1.55,
ledger,noun,4.05,1.96,5.14,1.49,
shadiness,noun,4.3,2.26,4.35,1.23,
approximative,adj,5.33,2.04,4.74,2,
ease off,verb,4.6,2.35,6.02,1.66,
excitement,noun,8.02,1.65,8.05,1.48,
catch,verb,4.95,2.36,3.02,1.66,
news show,noun,5.17,2.11,5.3,1.67,
content,noun,5.52,2.63,5.55,2.37,
smooth,adj,3.29,1.89,4.1,1.08,
brutal,adj,5.68,2.65,1.97,1.67,
ferocious,adj,6.89,2.47,2.29,1.78,
invigorate,verb,5,2.53,6.97,1.91,
put to death,verb,6.22,1.91,2.73,1.72,
mental state,noun,4.54,3.19,1.85,1.67,
poll,noun,4.28,2.53,6.58,1.42,
unbroken,adj,5.43,2.42,3.05,1.92,
mislead,verb,5.96,2.63,2.79,1.92,
warn,verb,6.85,2.53,6.2,1.76,
eager,adj,6.92,1.81,4.81,1.98,
poke at,verb,3.81,2.14,5.12,0.92,
contention,noun,7.15,2.19,3.76,2.63,
brightly,adv,5.4,2.33,7.5,1.55,
glumness,noun,3.83,2.33,1.88,1.23,
United States dry unit,noun,3.59,2.51,5.39,2.01,
army unit,noun,3.27,1.98,5.02,0.93,
unbending,adj,4.66,2.47,3.66,2.12,
angriness,noun,8.17,1.4,2.41,1.86,
irrecoverable,adj,5.82,2.62,2.82,1.83,
delight,noun,5.74,2.81,8.28,0.92,
evident,adj,3.52,2.05,4.39,1.46,
all-fired,adv,6.41,2,2.9,1.98,
stub,noun,6.64,2.64,2.35,1.7,
purity,noun,5.9,1.83,7.66,1.24,
precise,adj,4.38,2.69,6.55,2.44,
fuck off,verb,5.67,2.18,5.45,2.02,
peril,noun,7.32,2.07,2.95,2.22,
transport,noun,5.63,2.36,6.88,1.74,
faux,adj,3.43,2.09,3.27,1.4,
Edward White,noun,4.37,2.14,6.47,1.59,
unprotected,adj,5.8,2.8,6.34,2.42,
grab,verb,4,2.19,6.04,1.94,
prick,noun,4.33,1.78,5.19,1.27,
shout out,verb,7.04,1.96,3.88,2.07,
material,noun,4.24,2.49,7.15,1.67,
smut,noun,5.12,2.32,2.47,1.68,
water tap,noun,3.71,1.75,5.02,0.93,
sweeten,verb,5.64,2.18,6.74,1.73,
coloured,adj,4.28,2.21,4.71,2.36,
clod,noun,4.8,2.82,4.16,2.34,
slow,adv,4.48,2.82,7.1,1.91,
undershirt,noun,3.95,2.09,5.25,1.33,
pass on,verb,6.02,2.58,7.73,1.34,
perverse,adj,4.98,2.48,3.5,2.16,
accelerator pedal,noun,7.02,1.84,3.47,2.48,
moderate,adj,3.98,2.24,5.76,1.28,
small indefinite quantity,noun,4.14,2.28,5.45,1.63,
predicament,noun,3.91,1.92,4.36,1.21,
disagreeable woman,noun,3.49,2.13,5.57,1.53,
Lord's Day,noun,5.04,2.66,7.55,1.85,
musical composition,noun,4.36,2.13,5.28,1.44,
storage space,noun,4.39,2.33,4.32,1.68,
respectfulness,noun,5.19,2.39,7.64,1.29,
Dipper,noun,3.98,2.04,5.37,0.97,
station wagon,noun,3.98,2.04,5.37,0.97,
cast,noun,4.07,1.98,3.55,1.7,
impropriety,noun,5.6,2.65,7.98,1.22,
amok,adj,5.83,2.45,2.85,1.94,
kill,verb,6.77,2.42,1.64,1.18,
intelligence officer,noun,3.27,1.98,5.02,0.93,
un-American,adj,6.56,2.21,1.93,1.61,
phantom,noun,4.3,2.26,4.35,1.23,
loosen,verb,5.87,2.56,4.84,2.51,
gullible,adj,4.28,2.46,6.18,2.05,
Snake River,noun,6.82,2.1,3.31,2.2,
puppet,noun,4.33,1.78,5.19,1.27,
jolly along,verb,6.12,2.45,8.1,1.17,
wrongdoer,noun,5.5,2.55,2.45,1.8,
municipality,noun,5.24,2.53,6.03,1.37,
appealingness,noun,5.16,2.25,6.77,1.58,
ambitious,adj,5.12,2.19,5.22,1.82,
somberness,noun,3.83,2.33,1.88,1.23,
tame,adj,3.21,2.57,7.31,1.3,
insulting,adj,5.04,2.14,3.68,1.9,
motor vehicle,noun,4.84,2.17,5.47,1.88,
demeanor,noun,4.56,1.78,5.64,1.34,
Father of the Church,noun,5.92,2.6,7.08,2.2,
deposit,noun,3.6,2.13,5.54,1.86,
glide,verb,6.14,2.39,6.43,1.98,
bastard,noun,4.7,2.59,3.98,1.73,
sting,verb,6.22,1.91,2.73,1.72,
strike,verb,4.7,2.48,4.09,2.21,
grimness,noun,4.76,2.55,2.45,1.61,
contrabandist,noun,4.76,2.4,5.67,1.91,
crossness,noun,5.1,2.59,6.79,2.32,
detail,noun,5.19,2.39,7.64,1.29,
band,noun,5.47,2.15,6.22,1.59,
origin,noun,4.21,2.94,7.91,1.63,
impress,verb,4.9,2.37,6.61,1.59,
colorful,adj,6.38,1.78,5.02,2.02,
political unit,noun,4.08,2.19,3.82,1.7,
buckle down,verb,6.21,2.93,1.84,1.13,
hind,adj,4.12,2.01,3.81,1.42,
lax,adj,6.53,2.1,3.56,1.36,
informal,adj,6.98,2.21,7.61,1.51,
falderol,noun,4.17,2.02,4.61,1.63,
fortuity,noun,5.36,2.45,6.57,2.04,
sufferance,noun,5.4,2.7,7.98,1.42,
seclusion,noun,4.12,1.83,5.88,1.5,
off-color,adj,4.88,2.29,3.08,2.05,
excite,verb,8.02,1.65,8.05,1.48,
barefaced,adj,5.38,2.37,4.35,1.76,
point,verb,3.78,2.42,5.29,1.42,
traitorously,adv,3.43,2.09,3.27,1.4,
manipulate,verb,4.44,1.96,6.16,1.89,
cleanse,verb,4.16,2.31,7.33,1.45,
empyrean,noun,3.88,1.99,5.33,0.87,
strong-growing,adj,5.83,2.33,5.1,1.68,
stroking,noun,5.14,3,7.84,1.16,
clangor,noun,6.95,2.44,2.31,1.44,
condition,noun,3.93,2.85,7.07,2.14,
conductor,noun,3.55,1.8,4.51,1.57,
existence,noun,5.32,2.39,6.5,2.03,
sinning,noun,4.7,2.48,4.09,2.21,
blusher,noun,4.1,2.36,5.62,1.72,
sense of humor,noun,5.5,2.91,8.56,0.81,
role,noun,3.82,2.24,5.11,1.78,
solid-colored,adj,3.52,2.05,4.39,1.46,
unripe,adj,4.15,1.96,3.39,1.7,
internal,adj,6.98,2.21,7.61,1.51,
bath,noun,4.36,2.59,6.69,1.57,
unassured,adj,5.56,2.34,2.36,1.33,
toiletry,noun,5.05,2.36,6.76,1.48,
space,noun,4.1,2.36,5.62,1.72,
busy,adj,6.77,2.07,8,1.38,
change of state,noun,4.36,2.13,5.28,1.44,
search,verb,4,2.19,6.04,1.94,
plan,verb,5.44,2.47,7.05,1.96,
doglike,adj,5.16,2.42,7.55,1.9,
bid,verb,4.88,2.3,6.93,1.28,
overwhelm,verb,6.57,2.33,1.92,1.48,
feline,noun,4.38,2.24,5.72,2.43,
goodness,noun,4.52,2.52,6.22,2.06,
dog-tired,adj,2.64,2.19,3.28,1.43,
depot,noun,4.12,2.36,3.21,1.87,
good,adj,3.14,2.47,7.57,1.76,
morbilli,noun,5.06,2.44,2.74,1.97,
theatre,noun,4.56,2.41,7.26,1.72,
chunk,verb,4.8,2.82,4.16,2.34,
town,noun,4.16,2.31,7.33,1.45,
medium of exchange,noun,4.88,2.3,6.93,1.28,
demure,adj,3.98,2.24,5.76,1.28,
fumbling,adj,5.18,2.4,4,2.22,
distressed,adj,4.18,2.5,1.57,0.96,
wickedness,noun,5.78,2.21,2.8,1.67,
cuss,noun,5.62,2.15,3.13,1.82,
unsmooth,adj,5.52,2.87,2.21,1.74,
pox,noun,5.69,3.25,1.68,1.23,
homosexual,adj,5.12,2.27,4.67,2.45,
abominable,adj,6.27,2.44,1.93,1.44,
customs duty,noun,4.66,2.12,5.85,1.53,
disembodied spirit,noun,6.18,2.25,4.05,2.48,
advancement,noun,6.44,2.58,8.2,1.15,
colored,adj,4.61,2.24,5.39,1.8,
reverberant,adj,5.4,2.33,7.5,1.55,
potential,noun,5.38,2.58,6.02,1.77,
unit of time,noun,4.03,1.77,5.15,1.09,
transfer,verb,5.45,2.15,5.6,1.82,
mild,adj,3.21,2.57,7.31,1.3,
misrepresentation,noun,4.39,2.36,3.05,1.99,
context of use,noun,4.22,2.24,5.2,1.38,
win,verb,5.73,2.09,4.33,2.35,
spite,noun,5.86,2.75,2.69,1.84,
honour,verb,5.9,1.83,7.66,1.24,
small,adj,3.98,2.24,5.76,1.28,
reach,verb,4.4,2.07,5.95,1.38,
change state,verb,6.22,1.91,2.73,1.72,
large indefinite quantity,noun,4.95,2.79,7.12,1.72,
eternal rest,noun,2.8,2.66,7.2,1.77,
post,noun,4.08,1.92,5.24,1.59,
firedog,noun,5.76,2.5,7.57,1.66,
functional,adj,4.26,2.47,7.14,1.6,
dud,noun,7.15,2.4,2.1,1.19,
better,verb,4.77,2.23,7.09,1.46,
soft,adj,4.48,2.82,7.1,1.91,
destitute,adj,4.21,1.99,6.51,1.34,
exclusively,adv,4.83,2.66,2.41,1.77,
hour,noun,4.2,2.99,7.68,1.72,
vile,adj,5.38,2.23,2.43,1.27,
unspoilt,adj,5.43,2.85,7.47,1.45,
lost,adj,6.03,1.88,3.21,1.51,
human elbow,noun,3.81,2.14,5.12,0.92,
whip,verb,4.1,2.34,2.88,1.75,
give care,verb,4.84,2.04,6.08,2.08,
inconvenience,verb,6.85,2.03,3.03,2.09,
legal right,noun,5.2,2.72,7.8,1.2,
tell on,verb,7.24,2.06,1.68,1.02,
malodour,noun,4.36,2.46,2.19,1.37,
preserved,adj,4.09,2.77,7.29,1.79,
pillory,verb,6.47,2.47,2.23,1.72,
ideate,verb,5.98,2.14,7.32,1.52,
Brigham Young,noun,5.64,2.51,6.89,2.12,
timid,adj,3.77,2.29,4.64,1.83,
arm,noun,7.02,1.84,3.47,2.48,
eating place,noun,5.41,2.55,6.76,1.85,
truthful,adj,5.32,1.92,7.7,1.43,
bathing,noun,4.16,2.31,7.33,1.45,
crest,noun,4.28,2.53,6.58,1.42,
tug,noun,3.95,2.28,5.46,1.75,
competent,adj,5.08,2.07,7.16,1.39,
craniate,noun,3.17,2.23,7.27,1.36,
class,noun,5.32,2.39,6.5,2.03,
covered,adj,4.37,2.14,6.47,1.59,
give,verb,5.12,2.39,6.95,1.85,
madman,noun,5.39,2.46,3.76,2,
hope,noun,4.64,2.88,8.14,1.23,
striker,noun,4.58,2.02,4.88,1.16,
grim,adj,4.29,2.45,1.9,1.14,
turn off,verb,5,2.32,3.64,2.08,
risky venture,noun,6.98,2.15,7.6,1.5,
distressing,adj,4.13,2.38,1.61,0.95,
covetousness,noun,4.71,2.26,3.51,1.93,
headstone,noun,3.7,2.18,5.68,1.62,
double-dealer,noun,5.78,2.47,2.22,1.69,
wise to,adj,3.91,2.64,7.52,1.23,
street,noun,4.12,2.01,5.5,1.37,
supply,verb,4.27,2.07,4.75,1.38,
bread,noun,5.64,2.18,6.74,1.73,
crow,verb,5.78,2.6,7.8,1.83,
woman,noun,4.93,2.22,6.33,1.97,
dim,adj,4.61,2.24,5.39,1.8,
simpleton,noun,3.18,1.76,4.74,1.02,
mordant,adj,4.61,2.24,5.39,1.8,
smacking,noun,6.46,2.58,2.95,1.79,
visible light,noun,4.7,2.41,7.23,1.8,
fantasy,noun,4.53,2.72,6.73,1.75,
grammatical category,noun,4.38,2.13,5.73,1.55,
uncharged,adj,5.73,2.73,1.94,1.76,
nursing bottle,noun,4.79,2.44,6.15,1.49,
unperceiving,adj,4.39,2.36,3.05,1.99,
depressing,adj,4.13,2.38,1.61,0.95,
lepidopteron,noun,3.47,2.39,7.17,1.2,
hap,verb,4.7,2.48,4.09,2.21,
cop,noun,4.2,2.42,5.07,1.97,
slip noose,noun,4.39,2.08,3.76,1.64,
bosom,verb,5.35,2.76,8,1.55,
alter,verb,4.44,1.96,6.16,1.89,
raptor,noun,4.39,2.29,5.88,1.62,
guy,verb,5.83,2.73,3.13,2.24,
chairman,noun,3.15,1.77,5.08,0.98,
cabbage,verb,4.59,2.1,3.83,1.7,
uninhabited,adj,4.1,1.94,4.28,1.84,
story,noun,4.88,1.76,6.39,1.34,
edifice,noun,5.71,2.17,5.88,1.87,
cocksure,adj,6.22,2.41,7.98,1.29,
sprinkle,verb,4.14,2.28,5.45,1.63,
hint,noun,4.59,2.1,3.83,1.7,
console,verb,3.93,2.85,7.07,2.14,
scandalisation,noun,6.83,2.26,3.52,2.12,
bind,verb,4.07,2.15,4.64,1.36,
family line,noun,5.94,2.09,7.33,1.7,
active,adj,5.5,2.74,7.25,2.22,
do,verb,5.41,2.43,6.63,1.68,
collide,verb,6.95,2.44,2.31,1.44,
armour plate,noun,4.71,2.84,4.9,2.2,
cony,noun,4.02,2.19,6.57,1.92,
legislative assembly,noun,4.56,2.41,7.26,1.72,
impairment,noun,5.57,2.26,3.05,1.65,
Joseph Hooker,noun,4.93,2.82,3.34,2.31,
harbour,verb,4.84,2.04,6.08,2.08,
small indefinite amount,noun,6.39,2.31,7.41,1.97,
bill sticker,noun,3.93,2.56,5.34,1.75,
popular opinion,noun,4.89,2.46,6.28,1.45,
stroke,noun,5,2.32,3.64,2.08,
shadow,noun,4.28,2.21,4.71,2.36,
astonish,verb,6.33,2.02,7.29,1.09,
Christian Bible,noun,4.17,2.49,5.72,1.54,
expose,verb,5.04,2.18,6.39,1.6,
clean-handed,adj,4.21,1.99,6.51,1.34,
stratagem,noun,3.62,2.25,5.98,1.83,
lush,adj,4.93,2.4,6.21,2.03,
cheat,verb,7.24,2.06,1.68,1.02,
work,verb,5,2.32,3.64,2.08,
vouch,verb,3.14,2.47,7.57,1.76,
site,noun,4.28,2.46,6.18,2.05,
spend,verb,5.64,2.99,8.16,1.36,
present moment,noun,3.83,2.29,5.76,1.65,
Acherontic,adj,4.28,2.21,4.71,2.36,
turn in,verb,3.61,2.56,7.51,1.38,
end,noun,4.59,3.07,1.61,1.4,
decay,verb,4.65,2.39,3.2,1.81,
irritate,verb,4.59,2.1,3.83,1.7,
dry land,noun,4.24,2.49,7.15,1.67,
approval,noun,4.54,1.86,6.46,1.52,
chauvinistic,adj,5.16,2.42,7.55,1.9,
woodworking plane,noun,6.14,2.39,6.43,1.98,
bully,adj,5.43,2.85,7.47,1.45,
unaccompanied,adv,4.83,2.66,2.41,1.77,
one-year-old,adj,4.15,1.96,3.39,1.7,
flaccid,adj,4.63,2.61,7.12,1.34,
resolve,verb,5,2.32,3.64,2.08,
blow,verb,6.22,1.91,2.73,1.72,
rust,verb,5.69,2.51,7.47,1.73,
can,noun,4,2.14,4.56,1.72,
adorn,verb,5.14,2.39,6.93,1.3,
of import,adj,4,1.87,5.08,1.59,
coldcock,verb,4.12,2.36,3.21,1.87,
bestow,verb,7.25,2.25,8.19,1.13,
courier,noun,4.76,2.4,5.67,1.91,
wrongful conduct,noun,5.69,2.06,2.49,1.76,
set-aside,adj,6.77,2.07,8,1.38,
wakefulness,noun,6.36,2.66,2.51,1.83,
slipshod,adj,4.07,2.18,4.02,1.41,
strikebreaker,noun,4.95,2.36,3.02,1.66,
Virgin,noun,5.51,2.06,6.45,1.76,
slumber,verb,2.8,2.66,7.2,1.77,
diddle,verb,5.11,2.84,7,2.01,
purpose,noun,5.86,1.81,7,1.34,
disunite,verb,5,2.32,3.64,2.08,
visual signal,noun,4.6,2.35,6.02,1.66,
stifle,verb,6.03,3.19,1.56,0.96,
protective,adj,4.88,2.3,6.93,1.28,
constitute,verb,5.12,2.39,6.95,1.85,
bouncing,adj,5.53,2.9,7.2,1.97,
squander,verb,4.14,2.3,2.93,1.76,
lustrous,adj,5.4,2.33,7.5,1.55,
crew,noun,4.1,2.24,5.55,1.58,
dysfunction,noun,4.73,2.83,1.98,1.44,
extraterrestrial,noun,5.45,2.15,5.6,1.82,
blueing,noun,4.31,2.2,6.76,1.78,
health care provider,noun,4.84,2.04,6.08,2.08,
relaxing,adj,2.82,2.13,5.58,1.83,
hewn,adj,5,2.32,3.64,2.08,
clean up,verb,3.98,2.22,6.3,1.56,
contact,noun,5.73,2.09,4.33,2.35,
injured,adj,5.85,2.49,1.9,1.26,
aeroplane,noun,6.14,2.39,6.43,1.98,
alphabetic character,noun,4.9,2.37,6.61,1.59,
allegory,noun,3.79,2.28,6.9,1.54,
piece,noun,5.32,2.39,6.5,2.03,
Education Department,noun,5.74,2.46,6.69,1.77,
arrest,noun,4.59,2.1,3.83,1.7,
rabble,noun,4.88,2.36,2.43,1.56,
treatment,noun,4.1,2.24,5.55,1.58,
wealthy person,noun,6.14,2.7,8.03,1.42,
protective covering,noun,4.39,2.36,3.05,1.99,
resplendency,noun,6.02,2.71,7.55,1.68,
Gunter Grass,noun,4.14,2.11,6.12,1.44,
glut,verb,6,2.02,3.19,1.66,
delicate,adj,4.88,2.3,6.93,1.28,
dandyish,adj,4.53,2.65,7.43,1.26,
gradual,adj,4.48,2.82,7.1,1.91,
reckoner,noun,4.75,1.93,6.24,1.61,
cherish,verb,6.75,2.3,8.27,0.9,
hard worker,noun,6.21,2.93,1.84,1.13,
balefulness,noun,5.76,1.95,5.57,2.05,
peace of mind,noun,2.95,2.55,7.72,1.75,
impel,verb,5.73,2.09,4.33,2.35,
central,adj,3.7,2.18,5.68,1.62,
reliable,adj,5.32,1.92,7.7,1.43,
metrical unit,noun,3.27,1.98,5.02,0.93,
reduce,verb,4.65,2.13,5.2,1.28,
remove,verb,5.15,3.04,8.26,1.31,
rough,adj,5.43,2.42,3.05,1.92,
request,verb,4.48,2.29,4.05,1.41,
defile,verb,4.93,2.23,2.81,1.52,
get word,verb,5.39,2.22,7.15,1.49,
handsbreadth,noun,4.4,2.07,5.95,1.38,
life-time,noun,6.02,2.62,7.27,1.88,
teach,verb,4.95,2.62,7.53,1.67,
overjoyed,adj,5.98,2.54,8.22,1.22,
quiet,adj,4.91,2.57,6.58,1.78,
substance abuser,noun,5.66,2.26,2.48,2.08,
canonise,verb,4.49,1.9,6.49,1.7,
center,verb,4.65,2.13,5.2,1.28,
discernment,noun,5.22,2.38,6.66,1.57,
aerofoil,noun,4.16,1.99,5.44,1.18,
