word,cat,A_M,A_SD,V_M,V_SD
foreboding,noun,4.3,2.26,4.35,1.23,
pauperize,verb,4.91,2.45,3.22,2.02,
lily-white,adj,4.37,2.14,6.47,1.59,
jellify,verb,3.7,2.29,5.66,1.44,
plain,noun,4.08,2.41,6.2,1.37,
kernel,noun,6.34,2.25,7.39,1.53,
awakened,adj,6.63,2.7,7.97,1,
flowage,noun,6,2.02,3.19,1.66,
agitate,verb,5.8,2.39,3.66,2,
snowfall,noun,5.75,2.47,7.08,1.83,
ghastly,adj,4.29,2.45,1.9,1.14,
brushed,adj,4.63,2.61,7.12,1.34,
full-dress,adj,4.05,1.89,6.41,1.34,
slump,noun,4.54,3.19,1.85,1.67,
nudge,verb,3.81,2.14,5.12,0.92,
bulla,noun,4.1,2.34,2.88,1.75,
seat,noun,4,2.14,4.56,1.72,
traveling,noun,6.21,2.51,7.1,2,
fleshiness,noun,3.87,2.82,2.73,1.85,
bottle,noun,3.88,2.15,5.24,1.65,
well,adv,5.43,2.85,7.47,1.45,
wrangle,noun,6.29,2.56,2.93,2.06,
Vandal,noun,6.4,1.88,2.71,1.91,
screen,noun,4.39,2.36,3.05,1.99,
barbarous,adj,5.68,2.65,1.97,1.67,
drug user,noun,5.66,2.26,2.48,2.08,
whole,noun,3.24,2.08,5.26,0.86,
felon,noun,4.79,2.51,2.93,1.66,
minute,noun,3.83,2.29,5.76,1.65,
partner,noun,5.21,2.75,7.58,1.48,
rotter,noun,4.95,2.36,3.02,1.66,
disrespect,noun,5.83,2.73,3.13,2.24,
puppy love,noun,7.02,1.87,6.73,2.08,
jest,verb,6.74,1.84,8.1,1.36,
bonus,noun,5.69,2.45,7,1.72,
angulate,adj,5.33,2.04,4.74,2,
assign,verb,4.1,2.24,5.55,1.58,
round,noun,3.86,2.13,5.67,1.26,
cut of meat,noun,5,2.32,3.64,2.08,
decrease,verb,5,2.32,3.64,2.08,
consistency,noun,5.52,2.63,5.55,2.37,
operative,adj,3.7,2.18,5.68,1.62,
ball,noun,3.47,2.12,5.33,1.33,
prefer,verb,4.76,2.18,6.95,1.85,
attainment,noun,6.11,2.65,8.29,0.93,
flexible,adj,4.57,2.26,5.68,1.49,
begrudge,verb,4.47,2.12,3.76,1.9,
solitary,adj,4.51,2.68,2.17,1.76,
weather,verb,6.15,2.45,7.15,1.64,
numb,adj,5.73,2.73,1.94,1.76,
lose,verb,7.72,2.16,8.38,0.92,
boredom,noun,4.4,2.33,5.09,1.76,
habitant,noun,3.95,1.97,5.05,1.34,
mountain,noun,6.33,2.21,4.84,2.14,
look on,verb,4.1,2.12,5.78,1.51,
lead,verb,4.4,2.07,5.95,1.38,
pizza pie,noun,5.24,2.09,6.65,2.23,
coerce,verb,6.07,2.26,3.38,1.61,
unpatriotic,adj,6.56,2.21,1.93,1.61,
civility,noun,3.74,2.37,7.18,1.5,
clothed,adj,4.61,2.24,5.39,1.8,
form,verb,5.67,2.51,7.76,1.51,
shining,adj,5.4,2.33,7.5,1.55,
haphazardly,adv,4.07,2.18,4.02,1.41,
peacenik,noun,3.79,2.28,6.9,1.54,
serve,verb,5.5,2.66,6.88,1.93,
toxicant,noun,6.05,2.82,1.98,1.44,
splash,verb,3.73,2.23,4.66,1.88,
soiled,adj,4.88,2.29,3.08,2.05,
ellipse,noun,3.86,2.13,5.67,1.26,
frisson,noun,8.02,1.65,8.05,1.48,
slapdash,adj,4.07,2.18,4.02,1.41,
flat,adj,6.14,2.39,6.43,1.98,
golfer,noun,4.93,2.82,3.34,2.31,
yeast,noun,6.13,2.71,8.39,1.15,
satisfaction,noun,5.83,2.48,7,2.11,
miss,noun,4.29,2.69,6.87,1.64,
fiddle,verb,4.95,2.01,4.1,1.88,
implement,noun,4.33,1.78,5.19,1.27,
rainfall,noun,3.65,2.35,5.08,2.51,
Passion,noun,7.26,2.57,8.03,1.27,
civilized,adj,4.5,1.91,6.89,1.7,
gossiper,noun,5.74,2.38,3.48,2.33,
advisory board,noun,3.43,1.85,5.05,0.31,
amber,noun,5.76,2.79,7.54,1.63,
malfunctioning,adj,5.73,2.73,1.94,1.76,
broken in,adj,5.43,2.42,3.05,1.92,
seating,noun,3.52,2.29,6.02,1.89,
frank,noun,5.76,2.5,7.57,1.66,
passionateness,noun,7.26,2.57,8.03,1.27,
decorate,verb,4.05,1.89,6.41,1.34,
leave office,verb,4.7,2.48,4.09,2.21,
gallant,adj,5.56,3.01,8.03,1.56,
unsighted,adj,4.39,2.36,3.05,1.99,
genial,adj,4.46,2.55,7.59,1.67,
humble,adj,3.98,2.24,5.76,1.28,
Bridget,noun,5.55,2.74,7.34,1.71,
compulsion,noun,6.41,2.13,4.52,2.13,
anguish,noun,6.1,2.77,1.56,0.79,
abstraction,noun,4.05,2.61,5.68,2.12,
damaged,adj,5.43,2.42,3.05,1.92,
violent,adj,7.27,2.38,1.69,1.42,
juicy,adj,5.34,2.51,7.5,1.08,
sea,noun,4.95,2.79,7.12,1.72,
publication,noun,4.17,2.49,5.72,1.54,
cosy,noun,3.32,2.28,7.39,1.53,
malefic,adj,6.39,2.44,3.23,2.64,
motortruck,noun,4.84,2.17,5.47,1.88,
tasting,noun,5.22,2.38,6.66,1.57,
burn mark,noun,6.22,1.91,2.73,1.72,
die,verb,4.7,2.48,4.09,2.21,
overturn,verb,5.86,2.4,2,1.18,
devil-may-care,adj,4.17,2.84,7.54,1.38,
emotion,noun,6.44,3.35,8.72,0.7,
breastfeed,verb,4.84,2.04,6.08,2.08,
equipment,noun,4.05,2.34,5.26,1.29,
comprehensive,adj,3.68,1.99,5.16,1.57,
medical institution,noun,5.98,2.54,5.04,2.45,
legato,adj,4.91,2.57,6.58,1.78,
tree trunk,noun,4.18,2.19,5.09,1.57,
digest,verb,3.93,2.49,4.82,2.06,
flog,verb,4.2,1.93,4,1.8,
merit,noun,4.52,2.52,6.22,2.06,
snare,noun,4.39,2.08,3.76,1.64,
noiseless,adj,2.82,2.13,5.58,1.83,
distress,noun,6.07,2.26,3.38,1.61,
natural,adj,6.31,2.47,2.5,2.11,
wedding party,noun,5.97,2.85,7.82,1.56,
field,noun,3.52,2.05,4.39,1.46,
source of illumination,noun,3.8,2.12,5.41,1,
eatage,noun,4.14,2.11,6.12,1.44,
burn off,verb,6.22,1.91,2.73,1.72,
hell on earth,noun,5.38,2.62,2.24,1.62,
outside,adv,5.92,2.55,7.47,1.8,
periodic event,noun,4.2,2.99,7.68,1.72,
dinner party,noun,5.43,2.14,7.16,1.5,
superior,noun,5.95,2.84,8.15,1.27,
Coward,noun,4.07,2.19,2.74,1.64,
fatness,noun,4.57,2.38,3.52,1.99,
psychological state,noun,4.54,3.19,1.85,1.67,
transition,noun,5,2.32,3.64,2.08,
protected,adj,3.14,2.47,7.57,1.76,
human foot,noun,3.27,1.98,5.02,0.93,
afflict,verb,6.5,2.49,2.13,1.81,
know-how,noun,3.85,2.58,5.56,1.76,
pain,noun,4.49,2.69,3.27,1.86,
harbor,verb,4.84,2.04,6.08,2.08,
transgress,verb,5.78,2.21,2.8,1.67,
metallic element,noun,3.79,1.96,4.95,1.17,
corporate trust,noun,5.3,2.66,6.68,2.71,
scatter,verb,4.14,2.28,5.45,1.63,
far,adj,5.19,2.23,4.02,1.99,
swampland,noun,4.86,2.36,5.14,2.24,
dress circle,noun,3.86,2.13,5.67,1.26,
apotropaic,adj,6.53,2.34,8.17,1.06,
human race,noun,5.32,2.39,6.5,2.03,
entrust,verb,5.3,2.66,6.68,2.71,
unusual,adj,4.27,2.46,4.82,2.04,
public violence,noun,6.39,2.63,2.96,1.93,
writ of execution,noun,5.71,2.74,2.37,2.06,
time unit,noun,4.03,1.77,5.15,1.09,
theme,noun,5.86,1.81,7,1.34,
hearten,verb,6.12,2.45,8.1,1.17,
stimulate,verb,8.02,1.65,8.05,1.48,
whiten,verb,4.37,2.14,6.47,1.59,
difficulty,noun,4.59,2.1,3.83,1.7,
rot,verb,4.14,2.3,2.93,1.76,
mesa,noun,2.92,2.16,5.22,0.72,
retiring,adj,3.98,2.24,5.76,1.28,
human face,noun,5.04,2.18,6.39,1.6,
receive,verb,7.25,2.25,8.19,1.13,
birdcall,noun,6.07,2.42,7.1,1.97,
pleasant,adj,4.58,2.14,7.37,0.97,
variety meat,noun,6.34,2.25,7.39,1.53,
business office,noun,4.08,1.92,5.24,1.59,
repose,noun,2.82,2.13,5.58,1.83,
colza,noun,6.81,3.17,1.25,0.91,
contraption,noun,4.05,2.06,5.1,1.21,
injure,verb,5.85,2.49,1.9,1.26,
personal identity,noun,4.95,2.24,6.57,1.99,
err,verb,5.18,2.42,2.86,1.79,
Hooker,noun,4.93,2.82,3.34,2.31,
act,verb,5.52,2.45,2.88,1.64,
disturb,verb,5.86,2.4,2,1.18,
privilege,verb,4.54,1.86,6.46,1.52,
Pisces,noun,4,2.19,6.04,1.94,
clip,noun,4.64,2.75,5.31,2.02,
wound up,adj,6.63,2.7,7.97,1,
ill,adj,5.86,2.4,2,1.18,
switch,verb,5,2.32,3.64,2.08,
surface,noun,5.04,2.18,6.39,1.6,
vigil,noun,4.1,2.12,5.78,1.51,
abandoned ship,noun,4.1,1.94,4.28,1.84,
exploit,verb,3.68,2.57,5.95,2.16,
thinking,noun,4.83,2.46,6.39,1.58,
besotted,adj,4.02,2.41,4.68,1.97,
liquidator,noun,7.47,2.18,1.53,0.96,
saint,noun,4.83,2.63,7.53,1.58,
graven image,noun,4.95,2.14,6.12,1.86,
biological,adj,4.09,2.37,6.59,1.57,
bird of prey,noun,4.39,2.29,5.88,1.62,
hang,verb,4.7,2.48,4.09,2.21,
athlete,noun,4.82,2.49,6.54,1.64,
subscript,noun,3.83,2.05,3.07,1.57,
broil,verb,5.1,2.3,6.17,1.71,
bogus,adj,6.07,2.15,3.36,2.16,
double-crosser,noun,5.78,2.47,2.22,1.69,
Rock,noun,4.52,2.37,5.56,1.38,
imperativeness,noun,6.07,2.26,3.38,1.61,
liquid body substance,noun,3.68,2.57,5.95,2.16,
click,verb,4.39,2.81,6.16,2.33,
prize,noun,5.39,2.44,7.78,1.22,
character,noun,3.82,2.24,5.11,1.78,
calibrate,verb,7.25,2.25,8.19,1.13,
paint,noun,3.7,2.18,5.68,1.62,
barge in,verb,6.95,2.44,2.31,1.44,
prompt,verb,5,2.53,6.97,1.91,
lively,adj,5.5,2.74,7.25,2.22,
literal interpretation,noun,4.9,2.37,6.61,1.59,
mold,verb,4.08,1.79,3.17,1.36,
descendant,noun,5.55,2.29,7.08,1.98,
main road,noun,5.16,2.44,5.92,1.72,
expressive style,noun,4,2.85,5.86,1.91,
nanny,noun,4.84,2.04,6.08,2.08,
bomb,noun,5.7,2.52,3.6,1.88,
impudent,adj,5.38,2.37,4.35,1.76,
shame,noun,3.72,2.02,3.37,1.57,
bowed down,adj,5.63,2.07,2.5,1.32,
peacefulness,noun,2.95,2.55,7.72,1.75,
causal agent,noun,3.98,2.33,5.2,1.18,
get on,verb,3.36,2.12,4.82,1.23,
affectionate,adj,4.88,2.3,6.93,1.28,
radiocommunication,noun,4.78,2.82,6.73,1.47,
case,noun,4.21,2.37,5.29,1.89,
big cat,noun,4.38,2.24,5.72,2.43,
vino,noun,4.78,2.34,5.95,2.19,
artistry,noun,4.86,2.88,6.68,2.1,
instruction execution,noun,5.71,2.74,2.37,2.06,
tiller,verb,4,2.14,4.56,1.72,
panel,noun,3.97,2.01,5.91,1.38,
extraterrestrial being,noun,5.45,2.15,5.6,1.82,
offer,verb,4.88,2.3,6.93,1.28,
accuracy,noun,5,2.77,7.8,1.29,
deplorable,adj,4.13,2.38,1.61,0.95,
sport,noun,6.1,2.29,6.61,2.08,
study,verb,5.39,2.22,7.15,1.49,
obscure,adj,4.28,2.21,4.71,2.36,
pantywaist,noun,5.17,2.57,3.14,1.96,
Caterpillar,noun,4.38,2.24,5.72,2.43,
residence,noun,5.1,2.75,7.19,1.78,
trace,noun,4.3,2.26,4.35,1.23,
disinclined,adj,6.67,2.54,2,1.28,
sphere,noun,4.08,2.41,6.2,1.37,
pressure unit,noun,5,2.83,6.42,2.05,
quadrate,adj,3.18,1.76,4.74,1.02,
theological virtue,noun,5.44,2.47,7.05,1.96,
jilted,adj,6.37,2.56,1.5,1.09,
R-2,noun,3.86,2.13,5.67,1.26,
apostate,adj,6.2,2.7,2.05,1.55,
nerveless,adj,4.1,2.07,3.26,1.47,
coinage,noun,4.29,2.48,6.02,1.96,
brawny,adj,5.47,2.2,6.82,1.63,
objectionable,adj,4.74,2.42,3.5,2.18,
cuddle,verb,4.16,2.8,7.92,1.24,
dear,noun,3.36,2.18,5.89,1.73,
pervert,verb,6.83,2.7,1.8,1.23,
refute,verb,5.41,2.43,6.63,1.68,
Equus caballus,noun,3.89,2.17,5.89,1.55,
victorious,adj,6.78,2.58,8.82,0.73,
lap,noun,3.86,2.13,5.67,1.26,
menial,adj,3.74,2.33,5.86,1.42,
thin,adj,4.72,2.95,1.83,1.42,
dream,noun,7.59,2.23,1.91,1.54,
decease,noun,4.59,3.07,1.61,1.4,
gunman,noun,7.02,1.84,3.47,2.48,
change hands,verb,3.95,2.09,5.25,1.33,
mushroom cloud,noun,4.72,2.33,5.78,2.22,
blacken,verb,4.61,2.24,5.39,1.8,
get the better of,verb,5.86,2.4,2,1.18,
disassociate,verb,6.33,2.71,2.22,1.88,
pleasance,noun,5.74,2.81,8.28,0.92,
body,noun,4.34,2.45,6.28,2.31,
cloudy,adj,4.13,2.13,4.44,2.07,
procure,verb,3.14,2.47,7.57,1.76,
albescent,adj,4.37,2.14,6.47,1.59,
Bolshevik,noun,5.29,2.04,6.41,1.61,
gentle,adj,4.48,2.82,7.1,1.91,
boldness,noun,5.04,2.18,6.39,1.6,
mighty,adv,5.83,2.69,6.84,1.8,
effeminate,adj,5.17,2.57,3.14,1.96,
advantage,noun,4.95,2.62,7.53,1.67,
identify,verb,4.25,2.47,5.55,2.24,
kilogram,noun,3.7,2.18,5.68,1.62,
harebrained,adj,5.83,2.45,2.85,1.94,
butcher,verb,6.77,2.42,1.64,1.18,
indignation,noun,6.83,2.26,3.52,2.12,
suffer,verb,5.85,2.49,1.9,1.26,
chromatography column,noun,3.62,1.91,5.17,0.85,
line,verb,5.04,2.18,6.39,1.6,
dazed,adj,4.72,2.71,2.31,1.37,
speedy,adj,6.57,1.78,6.64,1.61,
conceive of,verb,5.98,2.14,7.32,1.52,
Swift,noun,5.39,2.53,6.46,1.76,
hit,verb,5,2.32,3.64,2.08,
bond,adj,6.21,2.93,1.84,1.13,
rain down,verb,3.65,2.35,5.08,2.51,
alloy,noun,3.79,1.96,4.95,1.17,
filth,noun,3.76,2.26,4.17,1.77,
agony,noun,6.1,2.77,1.56,0.79,
bootleg,adj,4.61,2.24,5.39,1.8,
ruin,verb,6.83,2.38,2.64,2.03,
flagstone,noun,4.6,2.35,6.02,1.66,
drop,noun,4.7,2.48,4.09,2.21,
entree,noun,3.8,2.29,5.13,1.44,
liberated,adj,5.15,3.04,8.26,1.31,
shoot,verb,7.02,1.84,3.47,2.48,
Eden,noun,5.61,3.2,7.3,2.39,
interloper,noun,6.86,2.41,2.77,2.32,
reek,verb,4.26,2.1,3,1.79,
fighting,noun,7.15,2.19,3.76,2.63,
foreign,adj,5.45,2.15,5.6,1.82,
Green,noun,4.28,2.46,6.18,2.05,
return,verb,4.21,2.94,7.91,1.63,
account,noun,3.93,2.29,5.24,2.01,
converge,verb,4.65,2.13,5.2,1.28,
antic,noun,6.74,1.84,8.1,1.36,
lonesome,adj,4.51,2.68,2.17,1.76,
nursing home,noun,4.21,2.94,7.91,1.63,
bottle cork,noun,3.8,2.18,5.22,1.13,
stupid person,noun,4.72,2.71,2.31,1.37,
aristocratic,adj,3.21,2.57,7.31,1.3,
handwriting,noun,4.4,2.07,5.95,1.38,
extinct,adj,5.73,2.73,1.94,1.76,
tendency,noun,7.35,1.76,7.69,1.39,
solid food,noun,5.92,2.11,7.65,1.37,
affair,noun,6.69,2.84,7.86,1.83,
solution,noun,5.41,2.43,6.63,1.68,
enjoy,verb,6.44,3.35,8.72,0.7,
divorcement,noun,6.33,2.71,2.22,1.88,
awful,adj,5.74,2.31,6.7,1.38,
decline,noun,4.7,2.41,7.23,1.8,
move,verb,5,2.32,3.64,2.08,
masthead,noun,4.6,2.35,6.02,1.66,
build up,verb,3.59,2.4,5.34,1.82,
teasing,noun,5.87,2.56,4.84,2.51,
choose,verb,4.08,2.41,6.2,1.37,
facial expression,noun,5.44,2.68,6.93,1.83,
operating room,noun,6.35,2.32,2.86,2.19,
fast-growing,adj,5.83,2.33,5.1,1.68,
furniture,noun,2.92,2.16,5.22,0.72,
status,noun,5.04,2.18,6.39,1.6,
Caucasian,adj,4.37,2.14,6.47,1.59,
dollar mark,noun,6.07,2.67,7.47,1.72,
belief,noun,4.83,2.46,6.39,1.58,
booked,adj,6.77,2.07,8,1.38,
handbasket,noun,3.63,2.02,5.45,1.15,
snake in the grass,noun,6.82,2.1,3.31,2.2,
nervous,adj,6.92,1.81,4.81,1.98,
boil down,verb,4.65,2.13,5.2,1.28,
gnarl,noun,4.07,2.15,4.64,1.36,
motor,noun,3.98,2.33,5.2,1.18,
separated,adj,4.26,2.57,3.86,1.88,
boodle,noun,5.64,2.18,6.74,1.73,
instinctive,adj,4.09,2.37,6.59,1.57,
deceive,verb,7.24,2.06,1.68,1.02,
mongrel,noun,6.07,2.15,3.36,2.16,
boot,noun,4.9,2.35,4.31,2.18,
lift,noun,4.16,1.99,5.44,1.18,
cable car,noun,6.24,2.04,7.73,1.63,
family,noun,4.21,2.94,7.91,1.63,
icky,adj,4.53,2.38,2.26,1.37,
past,noun,3.93,2.29,5.24,2.01,
carouse,verb,6.39,2.63,2.96,1.93,
commercial enterprise,noun,4.47,2.43,5.3,1.61,
affluent,adj,5.8,2.73,7.7,1.34,
battlefield,noun,4.08,2.41,6.2,1.37,
ease,verb,3.93,2.85,7.07,2.14,
minor,adj,3.98,2.24,5.76,1.28,
absence,noun,5,2.32,3.64,2.08,
positive identification,noun,3.7,2.18,5.68,1.62,
pressure sensation,noun,6.07,2.26,3.38,1.61,
sharp,adj,4.09,2.37,6.59,1.57,
chicken,adj,4.43,2.05,5.61,1.94,
living thing,noun,4.08,2.19,3.82,1.7,
pleasing,adj,4.48,2.82,7.1,1.91,
feed,verb,5.69,2.51,7.47,1.73,
Fall,noun,4.7,2.48,4.09,2.21,
euphony,noun,5.32,3.19,8.13,1.09,
shudder,verb,8.02,1.65,8.05,1.48,
prosperity,noun,6.11,2.65,8.29,0.93,
volume unit,noun,3.54,2.09,5.1,1.09,
essence,noun,5.05,2.36,6.76,1.48,
cautious,noun,4.11,2.09,3.86,1.55,
informer,noun,4.95,2.36,3.02,1.66,
adornment,noun,4.54,2.03,5.71,1.74,
agitation,noun,7.67,1.91,7.5,2.2,
stumble,verb,5.73,2.09,4.33,2.35,
medical specialty,noun,4.4,2.36,5.67,2.06,
wireless,noun,4.78,2.82,6.73,1.47,
necrose,verb,5.7,2.96,2.28,1.91,
language unit,noun,4.25,2.47,5.55,2.24,
keep open,verb,4.95,2.19,6.45,1.93,
sign of the zodiac,noun,4.56,2.41,7.26,1.72,
colorize,verb,4.73,2.64,7.02,1.57,
take,verb,6.53,2.56,7.7,1.24,
fungus,noun,4.08,1.79,3.17,1.36,
patriotic,adj,5.16,2.42,7.55,1.9,
creaky,adj,4.1,1.94,4.28,1.84,
greens,noun,4.28,2.46,6.18,2.05,
boiler,noun,3.22,2.23,5.22,0.91,
Black man,noun,4.58,2.37,6.32,1.6,
dressing table,noun,4.98,2.31,4.3,1.91,
ace,noun,5.83,2.44,7.27,1.66,
plague,noun,5.62,2.15,3.13,1.82,
ill-gotten,adj,4.88,2.29,3.08,2.05,
church building,noun,4.34,2.45,6.28,2.31,
cheerfulness,noun,6.12,2.45,8.1,1.17,
doubting,adj,4.91,1.92,4.52,1.63,
confidence,noun,5.3,2.66,6.68,2.71,
hunk,noun,4.8,2.82,4.16,2.34,
opportunity,noun,3.39,1.87,5.22,0.72,
mown,adj,5,2.32,3.64,2.08,
affected,adj,5.42,2.65,7.33,1.84,
focus,noun,7.45,2.38,2.09,1.41,
rounded,adj,4.81,2.8,2.28,1.92,
distant,adj,4.28,2.1,4.9,1.92,
convinced,adj,6.22,2.41,7.98,1.29,
treasonist,noun,5.78,2.47,2.22,1.69,
violation,noun,4.93,2.23,2.81,1.52,
dirt,noun,3.98,2.29,3.37,1.34,
biz,noun,5.89,2.37,6.98,1.97,
jail cell,noun,4.08,2.19,3.82,1.7,
love,verb,6.44,3.35,8.72,0.7,
gambling casino,noun,6.51,2.12,6.81,1.66,
coldness,noun,5.19,2.23,4.02,1.99,
varsity letter,noun,4.9,2.37,6.61,1.59,
here and now,noun,3.83,2.29,5.76,1.65,
unobstructed,adj,3.5,1.84,5.29,1.08,
covert,adj,4.61,2.24,5.39,1.8,
reserve,verb,4.17,2.49,5.72,1.54,
produce,verb,3.82,2.4,5.09,1.67,
field goal,noun,3.63,2.02,5.45,1.15,
distorted,adj,4.07,2.34,2.41,1.66,
backer,noun,4.83,2.63,7.53,1.58,
event,noun,7.65,1.67,8.6,0.71,
display,noun,3.97,2.01,5.91,1.38,
approach,noun,4.12,2.01,5.5,1.37,
rejoice,verb,7.22,2.13,8.6,0.71,
reunification,noun,6.34,2.35,6.48,2.45,
respect,verb,5.9,1.83,7.66,1.24,
cake,noun,5,2.83,6.42,2.05,
savage,verb,6.47,2.47,2.23,1.72,
trash,noun,4.88,2.36,2.43,1.56,
handgun,noun,6.15,2.19,4.2,2.58,
animal group,noun,5.83,2.48,7,2.11,
turn a profit,verb,6.68,1.78,7.63,1.3,
pugilist,noun,5.12,2.26,5.51,1.8,
Gaul,noun,4.54,2.03,5.71,1.74,
elastic device,noun,5.67,2.51,7.76,1.51,
lewd,adj,5.04,2.3,4.23,2.3,
vocal,noun,6.07,2.42,7.1,1.97,
God,noun,5.95,2.84,8.15,1.27,
liveliness,noun,6.02,2.62,7.27,1.88,
introduce,verb,5.12,2.39,6.95,1.85,
dirty,verb,3.98,2.29,3.37,1.34,
scorn,noun,5.28,2.04,3.85,2.13,
make noise,verb,7.04,1.96,3.88,2.07,
message,noun,5.63,2.36,6.88,1.74,
thrashing,noun,6.77,2.42,1.64,1.18,
jalopy,noun,3.55,1.8,4.51,1.57,
recognition,noun,4.95,2.24,6.57,1.99,
obedience,noun,5.19,2.39,7.64,1.29,
operation,noun,6.35,2.32,2.86,2.19,
bowling ball,noun,3.47,2.12,5.33,1.33,
deference,noun,5.19,2.39,7.64,1.29,
entombment,noun,5.08,2.4,2.05,1.41,
young person,noun,5.67,2.52,6.75,2.29,
ram,verb,6.95,2.44,2.31,1.44,
potent,adj,4.57,2.59,2.81,1.92,
flash,verb,5.44,2.68,6.93,1.83,
seam,noun,3.61,2.56,7.51,1.38,
out-of-bounds,adj,4.93,2.23,2.81,1.52,
malevolence,noun,5.86,2.75,2.69,1.84,
herculean,adj,5.83,2.69,6.84,1.8,
disoriented,adj,6.03,1.88,3.21,1.51,
voiced,adj,4.63,2.61,7.12,1.34,
fury,noun,8.17,1.4,2.41,1.86,
gift,noun,5.12,2.39,6.95,1.85,
roll in the hay,verb,6.44,3.35,8.72,0.7,
harmony,noun,2.95,2.55,7.72,1.75,
emphasis,noun,7.45,2.38,2.09,1.41,
scattergun,noun,6.27,1.94,4.37,2.75,
fleet,adj,5.39,2.53,6.46,1.76,
chaste,adj,4.49,2.28,6.2,1.85,
anger,noun,8.17,1.4,2.41,1.86,
putting green,noun,4.28,2.46,6.18,2.05,
quality,noun,4.37,2.51,7.65,1.37,
pleasure,noun,3.93,2.85,7.07,2.14,
Big Dipper,noun,3.98,2.04,5.37,0.97,
gens,noun,4.25,2.47,5.55,2.24,
try,verb,7.45,2.38,2.09,1.41,
go down,verb,6.95,2.44,2.31,1.44,
brightness,noun,6.33,2.02,7.29,1.09,
derivative instrument,noun,4.74,2.23,6.49,1.31,
professorship,noun,3.15,1.77,5.08,0.98,
alcoholic,adj,4.81,2.46,2.51,1.42,
Man,noun,5.24,2.31,6.73,1.7,
branch,noun,3.59,2.4,5.34,1.82,
washup,noun,4.16,2.31,7.33,1.45,
knit,noun,3.52,2.05,4.39,1.46,
airheaded,adj,5.88,2.38,7.41,1.8,
put,verb,3.36,2.28,5.05,1.46,
blueness,noun,4.31,2.2,6.76,1.78,
contaminated,adj,4.88,2.29,3.08,2.05,
monopoly,noun,3.91,1.92,4.36,1.21,
insert,verb,4.27,2.07,4.75,1.38,
disposition,noun,5.34,2.58,6.95,2.24,
forgivingness,noun,4.3,2.62,7.82,1.39,
ignore,verb,4.83,2.31,2.63,1.64,
precious metal,noun,5.76,2.79,7.54,1.63,
samara,noun,3.7,2.18,5.68,1.62,
constricted,adj,6.53,2.1,3.56,1.36,
devil,noun,6.76,2.68,2.11,1.56,
tan,noun,6.22,1.91,2.73,1.72,
confect,noun,4.58,2.4,6.54,2.09,
reliance,noun,5.3,2.66,6.68,2.71,
unpleasant woman,noun,3.49,2.13,5.57,1.53,
go,verb,6.21,2.51,7.1,2,
sine,noun,5.78,2.21,2.8,1.67,
computer memory,noun,5.42,2.25,6.62,1.5,
collection,noun,6.75,2.3,8.27,0.9,
sexual activity,noun,7.36,1.91,8.05,1.53,
ledger,noun,4.17,2.49,5.72,1.54,
pilfer,verb,4.59,2.1,3.83,1.7,
medication,noun,4.4,2.36,5.67,2.06,
crotch,noun,3.96,1.94,5.29,0.97,
gamy,adj,5.89,2.37,6.98,1.97,
catch,verb,4,2.19,6.04,1.94,
appeal,noun,5.16,2.25,6.77,1.58,
grouse,verb,5,2.19,3.14,1.56,
asshole,noun,6.07,2.15,3.36,2.16,
iris,noun,4.6,2.35,6.02,1.66,
carry through,verb,4.95,2.19,6.45,1.93,
casting,noun,3.46,1.92,3.65,1.61,
diluted,adj,4.37,2.14,6.47,1.59,
estimate,noun,5.86,1.81,7,1.34,
misinform,verb,5.96,2.63,2.79,1.92,
fertile,adj,4.81,2.8,2.28,1.92,
news program,noun,5.17,2.11,5.3,1.67,
content,noun,5.74,2.46,6.69,1.77,
smooth,verb,6.14,2.39,6.43,1.98,
brutal,adj,5.68,2.65,1.97,1.67,
framework,noun,3.97,2.01,5.91,1.38,
excitation,noun,8.02,1.65,8.05,1.48,
leading,adj,5.83,2.44,7.27,1.66,
cocktail,noun,5.1,1.95,3.93,1.98,
autonomy,noun,5.6,2.65,7.98,1.22,
blighter,noun,5.62,2.15,3.13,1.82,
ungraded,adj,3.76,2.26,4.17,1.77,
rancid,adj,5.1,1.95,3.93,1.98,
amatory,adj,7.59,2.07,8.32,1,
personal manner,noun,4.56,1.78,5.64,1.34,
dynamical system,noun,6.67,2.06,4.17,2.36,
assumed,adj,3.43,2.09,3.27,1.4,
swelling,noun,4.8,2.82,4.16,2.34,
duct,noun,5.55,2.55,6.14,1.77,
awkward,adj,5.18,2.4,4,2.22,
condone,verb,4.48,2.29,4.05,1.41,
interestingness,noun,5.66,2.26,6.97,1.53,
canal,noun,5,2.32,3.64,2.08,
injury,noun,6.22,1.91,2.73,1.72,
son,noun,4.58,2.37,6.32,1.6,
unenthusiastic,adj,5.19,2.23,4.02,1.99,
looking glass,noun,4.27,2.07,4.75,1.38,
angriness,noun,7.63,1.91,2.34,1.32,
accelerator,noun,7.02,1.84,3.47,2.48,
delight,noun,7.22,2.13,8.6,0.71,
blame,verb,4.07,1.69,3.43,1.38,
cushy,adj,4.63,2.61,7.12,1.34,
Cork,noun,3.8,2.18,5.22,1.13,
hide,verb,4.24,2.49,7.15,1.67,
depart,verb,3.82,2.24,5.11,1.78,
works,noun,3.62,2.25,5.98,1.83,
forwarding,noun,6.44,2.58,8.2,1.15,
