영화명,달콤하다,신나다,유쾌하다,재미있다,즐겁다,통쾌하다,행복하다,활기있다,황홀하다,감격스럽다,감동적이다,경이롭다,굉장하다,놀라다,대단하다,환상적이다,평온하다,나른하다,지루하다,가슴아프다,서글프다,슬프다,쓸쓸하다,안타깝다,애석하다,격분하다,분노하다,구역질나다,불결하다,잔인하다,공포스럽다,등골이서늘하다,무섭다,무시무시하다,소름끼치다,오싹하다,,MAX,,
밀양,0.01,0.00,0.00,0.02,0.01,0.01,0.02,0.04,0.05,0.03,0.05,0.02,0.02,0.02,0.09,0.03,0.02,0.00,0.10,0.11,0.01,0.05,0.02,0.07,0.03,0.03,0.04,0.01,0.01,0.03,0.00,0.01,0.01,0.00,0.02,0.01,,0.11,20.00,가슴아프다
바람,0.02,0.00,0.02,0.15,0.07,0.00,0.01,0.04,0.01,0.01,0.12,0.01,0.02,0.01,0.19,0.04,0.01,0.01,0.02,0.01,0.00,0.06,0.00,0.04,0.01,0.03,0.05,0.00,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,,0.19,15.00,대단하다
바람의파이터,0.01,0.00,0.00,0.10,0.01,0.01,0.01,0.08,0.03,0.04,0.05,0.02,0.03,0.02,0.12,0.13,0.00,0.01,0.05,0.00,0.00,0.01,0.01,0.10,0.03,0.03,0.03,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.01,,0.13,16.00,환상적이다
바람피기좋은날,0.04,0.01,0.13,0.10,0.14,0.02,0.01,0.07,0.04,0.00,0.01,0.00,0.01,0.01,0.02,0.02,0.00,0.01,0.07,0.01,0.00,0.01,0.02,0.09,0.04,0.02,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.14,5.00,즐겁다
바르게살자,0.02,0.01,0.06,0.17,0.25,0.02,0.00,0.06,0.01,0.00,0.01,0.00,0.02,0.03,0.07,0.02,0.00,0.01,0.08,0.00,0.00,0.01,0.01,0.05,0.03,0.01,0.02,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.25,5.00,즐겁다
바벨,0.00,0.00,0.00,0.02,0.01,0.00,0.03,0.04,0.02,0.02,0.04,0.02,0.02,0.05,0.09,0.03,0.02,0.01,0.17,0.04,0.00,0.03,0.02,0.08,0.03,0.04,0.06,0.01,0.04,0.01,0.01,0.02,0.00,0.00,0.00,0.02,,0.17,19.00,지루하다
바보,0.02,0.00,0.00,0.06,0.03,0.00,0.02,0.02,0.04,0.03,0.21,0.00,0.01,0.01,0.06,0.01,0.01,0.01,0.06,0.02,0.00,0.23,0.01,0.07,0.02,0.01,0.02,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.23,22.00,슬프다
바스터즈거친녀석들,0.01,0.00,0.05,0.06,0.02,0.11,0.00,0.03,0.02,0.01,0.01,0.01,0.02,0.02,0.10,0.04,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.04,0.02,0.04,0.04,0.01,0.01,0.11,0.00,0.09,0.01,0.00,0.02,0.01,,0.11,30.00,잔인하다
박물관이살아있다,0.04,0.01,0.05,0.25,0.14,0.01,0.01,0.05,0.00,0.01,0.02,0.00,0.02,0.02,0.05,0.01,0.01,0.03,0.07,0.01,0.00,0.00,0.01,0.05,0.02,0.01,0.03,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,,0.25,4.00,재미있다
박물관이살아있다2,0.04,0.01,0.03,0.23,0.14,0.01,0.00,0.05,0.01,0.00,0.02,0.00,0.02,0.02,0.06,0.01,0.01,0.00,0.11,0.00,0.00,0.00,0.01,0.07,0.03,0.02,0.04,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.01,,0.23,4.00,재미있다
박수건달,0.04,0.00,0.02,0.12,0.17,0.00,0.01,0.05,0.02,0.02,0.10,0.01,0.01,0.02,0.08,0.02,0.02,0.02,0.06,0.01,0.00,0.07,0.00,0.05,0.01,0.01,0.03,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,,0.17,5.00,즐겁다
박수칠때떠나라,0.01,0.00,0.03,0.10,0.03,0.00,0.00,0.04,0.00,0.00,0.01,0.01,0.02,0.19,0.08,0.04,0.00,0.01,0.06,0.00,0.00,0.01,0.02,0.06,0.02,0.01,0.02,0.00,0.01,0.03,0.02,0.04,0.02,0.04,0.03,0.04,,0.19,14.00,놀라다
박쥐,0.01,0.00,0.02,0.06,0.02,0.00,0.01,0.06,0.03,0.01,0.02,0.01,0.02,0.05,0.07,0.04,0.00,0.01,0.06,0.01,0.00,0.01,0.01,0.10,0.06,0.05,0.08,0.05,0.04,0.04,0.01,0.01,0.01,0.00,0.01,0.01,,0.10,24.00,안타깝다
반가운살인자,0.04,0.00,0.03,0.10,0.10,0.00,0.01,0.05,0.02,0.01,0.06,0.01,0.01,0.04,0.07,0.02,0.00,0.01,0.06,0.00,0.01,0.02,0.01,0.04,0.02,0.08,0.02,0.00,0.01,0.08,0.00,0.01,0.01,0.00,0.00,0.04,,0.10,5.00,즐겁다
반창꼬,0.09,0.00,0.03,0.11,0.07,0.00,0.03,0.05,0.10,0.02,0.10,0.00,0.01,0.01,0.08,0.06,0.02,0.04,0.04,0.01,0.00,0.04,0.00,0.04,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,,0.11,4.00,재미있다
반헬싱,0.02,0.01,0.01,0.16,0.03,0.05,0.00,0.06,0.03,0.00,0.01,0.01,0.02,0.02,0.06,0.08,0.01,0.02,0.09,0.00,0.00,0.00,0.02,0.07,0.03,0.02,0.04,0.00,0.01,0.02,0.01,0.03,0.01,0.00,0.00,0.05,,0.16,4.00,재미있다
방가방가,0.01,0.01,0.03,0.15,0.20,0.00,0.01,0.05,0.02,0.01,0.10,0.00,0.01,0.02,0.07,0.01,0.01,0.01,0.07,0.01,0.00,0.04,0.01,0.07,0.01,0.02,0.03,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,5.00,즐겁다
방과후옥상,0.02,0.00,0.04,0.17,0.24,0.02,0.00,0.06,0.01,0.01,0.02,0.00,0.01,0.01,0.03,0.01,0.01,0.03,0.06,0.00,0.00,0.01,0.02,0.07,0.02,0.02,0.04,0.00,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,,0.24,5.00,즐겁다
방자전,0.01,0.00,0.02,0.12,0.10,0.00,0.00,0.06,0.07,0.01,0.05,0.01,0.01,0.09,0.07,0.03,0.00,0.01,0.12,0.01,0.00,0.02,0.00,0.09,0.02,0.01,0.03,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.12,4.00,재미있다
배트맨비긴즈,0.00,0.00,0.00,0.08,0.01,0.00,0.00,0.07,0.01,0.01,0.01,0.02,0.09,0.15,0.17,0.08,0.00,0.01,0.09,0.00,0.00,0.01,0.00,0.04,0.02,0.01,0.04,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.01,0.01,,0.17,15.00,대단하다
배틀쉽,0.01,0.02,0.01,0.10,0.05,0.07,0.00,0.05,0.01,0.01,0.01,0.02,0.05,0.02,0.08,0.05,0.00,0.03,0.06,0.00,0.00,0.00,0.01,0.07,0.02,0.05,0.05,0.01,0.03,0.02,0.00,0.03,0.00,0.00,0.01,0.03,,0.10,4.00,재미있다
백만장자의첫사랑,0.02,0.00,0.00,0.05,0.01,0.00,0.01,0.04,0.22,0.01,0.11,0.01,0.01,0.01,0.03,0.03,0.00,0.10,0.04,0.02,0.00,0.16,0.00,0.05,0.02,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.22,9.00,황홀하다
백설공주,0.05,0.00,0.05,0.17,0.08,0.01,0.01,0.05,0.14,0.01,0.01,0.00,0.01,0.06,0.06,0.04,0.01,0.03,0.08,0.00,0.00,0.00,0.00,0.04,0.02,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.17,4.00,재미있다
백야행-하얀어둠속을걷다,0.02,0.00,0.00,0.06,0.00,0.00,0.00,0.05,0.07,0.01,0.04,0.01,0.02,0.04,0.11,0.08,0.00,0.01,0.09,0.03,0.00,0.06,0.00,0.08,0.02,0.01,0.03,0.00,0.01,0.02,0.00,0.02,0.01,0.00,0.01,0.05,,0.11,15.00,대단하다
밴티지포인트,0.00,0.00,0.00,0.09,0.01,0.01,0.00,0.03,0.00,0.00,0.00,0.01,0.02,0.12,0.08,0.04,0.00,0.02,0.12,0.00,0.00,0.00,0.04,0.05,0.01,0.01,0.03,0.00,0.01,0.04,0.00,0.10,0.00,0.00,0.01,0.14,,0.14,36.00,오싹하다
범죄와의전쟁,0.01,0.00,0.01,0.11,0.01,0.00,0.00,0.05,0.01,0.01,0.01,0.02,0.04,0.03,0.16,0.12,0.01,0.01,0.07,0.00,0.00,0.00,0.00,0.07,0.02,0.02,0.09,0.00,0.01,0.04,0.00,0.01,0.01,0.00,0.02,0.01,,0.16,15.00,대단하다
범죄의재구성,0.01,0.00,0.01,0.12,0.01,0.03,0.01,0.05,0.01,0.00,0.00,0.01,0.03,0.17,0.20,0.07,0.00,0.03,0.02,0.00,0.00,0.00,0.01,0.05,0.01,0.01,0.03,0.00,0.00,0.01,0.00,0.02,0.00,0.00,0.00,0.07,,0.20,15.00,대단하다
베니싱,0.00,0.00,0.00,0.04,0.01,0.00,0.00,0.04,0.01,0.00,0.01,0.01,0.02,0.04,0.04,0.02,0.00,0.01,0.05,0.01,0.01,0.00,0.06,0.07,0.02,0.06,0.07,0.00,0.06,0.03,0.11,0.07,0.05,0.00,0.02,0.06,,0.11,31.00,공포스럽다
베리드,0.00,0.00,0.00,0.03,0.01,0.00,0.01,0.03,0.00,0.01,0.02,0.01,0.03,0.12,0.07,0.08,0.00,0.01,0.07,0.01,0.01,0.02,0.03,0.06,0.02,0.03,0.04,0.00,0.03,0.03,0.04,0.08,0.02,0.00,0.01,0.06,,0.12,14.00,놀라다
베스트셀러,0.00,0.00,0.00,0.06,0.01,0.00,0.00,0.03,0.01,0.00,0.00,0.01,0.02,0.10,0.09,0.03,0.00,0.05,0.04,0.00,0.01,0.00,0.01,0.04,0.01,0.01,0.02,0.00,0.01,0.03,0.06,0.08,0.07,0.03,0.02,0.11,,0.11,36.00,오싹하다
베스트키드,0.09,0.00,0.01,0.17,0.04,0.01,0.01,0.05,0.01,0.01,0.09,0.01,0.03,0.02,0.10,0.05,0.00,0.05,0.06,0.01,0.01,0.01,0.01,0.04,0.02,0.03,0.04,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.01,,0.17,4.00,재미있다
베오울프,0.00,0.00,0.00,0.09,0.01,0.00,0.00,0.05,0.01,0.00,0.01,0.01,0.03,0.05,0.08,0.05,0.00,0.02,0.19,0.01,0.00,0.00,0.02,0.10,0.04,0.04,0.05,0.01,0.03,0.03,0.00,0.01,0.00,0.00,0.00,0.01,,0.19,19.00,지루하다
복면달호,0.03,0.01,0.02,0.18,0.10,0.00,0.01,0.09,0.01,0.01,0.05,0.00,0.02,0.01,0.06,0.03,0.01,0.05,0.09,0.04,0.00,0.01,0.00,0.06,0.02,0.02,0.03,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.18,4.00,재미있다
본레거시,0.01,0.01,0.00,0.05,0.01,0.02,0.01,0.09,0.01,0.01,0.01,0.02,0.03,0.06,0.06,0.08,0.00,0.01,0.11,0.00,0.00,0.00,0.03,0.08,0.07,0.04,0.05,0.00,0.02,0.01,0.01,0.05,0.00,0.00,0.01,0.04,,0.11,19.00,지루하다
본슈프리머시,0.00,0.00,0.00,0.11,0.00,0.02,0.01,0.06,0.01,0.00,0.01,0.03,0.05,0.02,0.20,0.09,0.00,0.01,0.05,0.01,0.00,0.00,0.01,0.05,0.02,0.01,0.02,0.00,0.00,0.02,0.01,0.07,0.00,0.00,0.01,0.10,,0.20,15.00,대단하다
본얼티메이텀,0.01,0.00,0.00,0.08,0.01,0.01,0.00,0.05,0.01,0.00,0.01,0.02,0.03,0.02,0.26,0.06,0.00,0.01,0.04,0.01,0.00,0.00,0.01,0.05,0.02,0.02,0.02,0.00,0.01,0.02,0.00,0.09,0.00,0.00,0.01,0.10,,0.26,15.00,대단하다
볼트,0.25,0.00,0.01,0.17,0.05,0.00,0.01,0.02,0.03,0.00,0.12,0.00,0.02,0.02,0.08,0.02,0.00,0.03,0.04,0.00,0.00,0.02,0.00,0.03,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,,0.25,1.00,달콤하다
부당거래,0.00,0.00,0.01,0.11,0.02,0.02,0.00,0.05,0.01,0.01,0.01,0.01,0.03,0.08,0.18,0.05,0.00,0.02,0.06,0.01,0.00,0.01,0.01,0.07,0.01,0.02,0.05,0.00,0.01,0.03,0.00,0.03,0.01,0.00,0.03,0.02,,0.18,15.00,대단하다
분노의질주더맥시멈,0.02,0.02,0.01,0.07,0.03,0.07,0.01,0.08,0.02,0.01,0.01,0.01,0.04,0.03,0.12,0.05,0.00,0.01,0.06,0.00,0.00,0.00,0.00,0.04,0.03,0.02,0.14,0.00,0.01,0.02,0.00,0.01,0.00,0.00,0.01,0.03,,0.14,27.00,분노하다
분노의질주더오리지널,0.01,0.02,0.00,0.10,0.02,0.09,0.00,0.06,0.01,0.00,0.01,0.01,0.03,0.01,0.13,0.08,0.01,0.02,0.06,0.00,0.00,0.00,0.00,0.05,0.02,0.01,0.10,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.01,0.10,,0.13,15.00,대단하다
분노의질주언리미티드,0.02,0.03,0.01,0.10,0.04,0.12,0.01,0.05,0.01,0.00,0.01,0.01,0.03,0.02,0.19,0.04,0.00,0.02,0.04,0.00,0.00,0.00,0.00,0.05,0.02,0.01,0.08,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.01,0.04,,0.19,15.00,대단하다
불꽃처럼나비처럼,0.01,0.00,0.00,0.06,0.02,0.00,0.00,0.04,0.15,0.02,0.08,0.01,0.03,0.02,0.06,0.08,0.00,0.01,0.05,0.03,0.00,0.08,0.00,0.09,0.03,0.04,0.04,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.15,9.00,황홀하다
불량남녀,0.03,0.02,0.05,0.19,0.18,0.01,0.02,0.05,0.05,0.01,0.03,0.00,0.01,0.01,0.08,0.02,0.00,0.05,0.05,0.00,0.00,0.01,0.00,0.04,0.01,0.02,0.02,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.19,4.00,재미있다
불신지옥,0.00,0.01,0.00,0.02,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.01,0.02,0.04,0.06,0.01,0.00,0.01,0.03,0.00,0.04,0.01,0.01,0.04,0.00,0.01,0.02,0.00,0.01,0.01,0.31,0.05,0.18,0.04,0.02,0.01,,0.31,31.00,공포스럽다
뷰티풀크리처스,0.00,0.00,0.00,0.11,0.02,0.00,0.01,0.09,0.11,0.00,0.02,0.03,0.03,0.05,0.10,0.09,0.00,0.02,0.07,0.01,0.00,0.00,0.01,0.08,0.01,0.02,0.05,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.01,,0.11,9.00,황홀하다
브레이킹던part1,0.03,0.00,0.00,0.12,0.01,0.00,0.01,0.14,0.07,0.00,0.01,0.00,0.03,0.01,0.06,0.05,0.00,0.01,0.13,0.01,0.00,0.01,0.01,0.07,0.04,0.03,0.07,0.00,0.03,0.01,0.00,0.02,0.00,0.00,0.00,0.01,,0.14,8.00,활기있다
브레이킹던part2,0.09,0.00,0.00,0.09,0.01,0.01,0.02,0.04,0.04,0.00,0.02,0.01,0.04,0.19,0.11,0.03,0.01,0.01,0.04,0.00,0.00,0.01,0.03,0.08,0.02,0.03,0.02,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.01,0.01,,0.19,14.00,놀라다
브로크백마운틴,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.31,0.02,0.13,0.02,0.01,0.02,0.05,0.04,0.01,0.00,0.03,0.09,0.00,0.10,0.01,0.04,0.01,0.01,0.02,0.03,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.31,9.00,황홀하다
브이포벤데타,0.00,0.00,0.00,0.05,0.01,0.01,0.00,0.04,0.02,0.02,0.08,0.04,0.03,0.03,0.14,0.11,0.00,0.01,0.08,0.00,0.00,0.02,0.01,0.05,0.02,0.03,0.06,0.00,0.01,0.03,0.00,0.01,0.02,0.00,0.04,0.01,,0.14,15.00,대단하다
블라인드,0.01,0.00,0.00,0.07,0.01,0.00,0.00,0.03,0.00,0.00,0.02,0.00,0.02,0.03,0.09,0.03,0.00,0.03,0.03,0.00,0.01,0.02,0.01,0.04,0.01,0.01,0.02,0.00,0.00,0.04,0.02,0.13,0.08,0.00,0.02,0.21,,0.21,36.00,오싹하다
블라인드사이드,0.04,0.00,0.01,0.05,0.02,0.00,0.07,0.02,0.05,0.01,0.33,0.01,0.01,0.02,0.13,0.04,0.00,0.02,0.03,0.00,0.00,0.03,0.00,0.03,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.33,11.00,감동적이다
블랙스완,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.02,0.03,0.01,0.02,0.06,0.04,0.03,0.17,0.09,0.00,0.01,0.04,0.01,0.01,0.02,0.00,0.03,0.01,0.01,0.03,0.00,0.01,0.01,0.02,0.06,0.04,0.00,0.16,0.03,,0.17,15.00,대단하다
블러드,0.01,0.00,0.00,0.07,0.01,0.00,0.00,0.07,0.05,0.01,0.01,0.00,0.02,0.03,0.04,0.04,0.00,0.02,0.05,0.01,0.01,0.01,0.02,0.13,0.05,0.07,0.13,0.01,0.07,0.03,0.01,0.01,0.00,0.00,0.01,0.00,,0.13,24.00,안타깝다
블러드다이아몬드,0.00,0.00,0.00,0.05,0.00,0.00,0.02,0.02,0.03,0.01,0.10,0.01,0.02,0.03,0.14,0.06,0.00,0.01,0.06,0.17,0.01,0.05,0.00,0.04,0.01,0.01,0.03,0.00,0.00,0.05,0.00,0.02,0.01,0.00,0.00,0.02,,0.17,20.00,가슴아프다
비밀의숲테라비시아,0.02,0.00,0.00,0.09,0.01,0.00,0.01,0.06,0.06,0.01,0.14,0.00,0.01,0.02,0.04,0.03,0.01,0.01,0.06,0.00,0.00,0.12,0.05,0.07,0.04,0.02,0.05,0.00,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,,0.14,11.00,감동적이다
비스티보이즈,0.00,0.00,0.00,0.06,0.02,0.00,0.00,0.07,0.03,0.01,0.02,0.01,0.03,0.05,0.08,0.04,0.00,0.00,0.06,0.01,0.00,0.02,0.03,0.13,0.04,0.04,0.10,0.02,0.08,0.02,0.00,0.00,0.01,0.00,0.01,0.00,,0.13,24.00,안타깝다
비열한거리,0.01,0.00,0.00,0.08,0.00,0.00,0.01,0.05,0.02,0.01,0.04,0.01,0.03,0.05,0.13,0.11,0.00,0.04,0.05,0.02,0.01,0.04,0.01,0.05,0.01,0.03,0.03,0.00,0.01,0.07,0.00,0.02,0.01,0.00,0.01,0.01,,0.13,15.00,대단하다
비커밍제인,0.02,0.00,0.00,0.03,0.00,0.00,0.04,0.05,0.26,0.02,0.11,0.01,0.01,0.01,0.04,0.06,0.00,0.02,0.07,0.06,0.00,0.08,0.00,0.06,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,,0.26,9.00,황홀하다
빌리지,0.00,0.00,0.01,0.03,0.00,0.00,0.00,0.06,0.03,0.00,0.01,0.01,0.01,0.29,0.04,0.02,0.01,0.01,0.09,0.00,0.02,0.01,0.02,0.04,0.03,0.01,0.02,0.00,0.01,0.01,0.08,0.03,0.02,0.00,0.01,0.05,,0.29,14.00,놀라다
사랑따윈필요없어,0.01,0.00,0.00,0.09,0.01,0.00,0.02,0.05,0.11,0.03,0.09,0.01,0.00,0.02,0.04,0.05,0.00,0.02,0.07,0.02,0.00,0.09,0.01,0.10,0.05,0.03,0.05,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.11,9.00,황홀하다
사랑을놓치다,0.02,0.00,0.01,0.02,0.03,0.00,0.02,0.04,0.32,0.02,0.09,0.00,0.01,0.01,0.04,0.02,0.01,0.01,0.08,0.06,0.00,0.04,0.01,0.06,0.03,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.32,9.00,황홀하다
사생결단,0.00,0.00,0.00,0.07,0.01,0.01,0.00,0.06,0.02,0.01,0.01,0.02,0.04,0.03,0.14,0.09,0.00,0.01,0.06,0.00,0.00,0.01,0.03,0.12,0.03,0.03,0.05,0.02,0.03,0.06,0.00,0.01,0.01,0.00,0.01,0.01,,0.14,15.00,대단하다
사이코메트리,0.02,0.00,0.02,0.09,0.04,0.00,0.00,0.07,0.01,0.01,0.01,0.00,0.02,0.05,0.04,0.06,0.02,0.03,0.06,0.01,0.01,0.01,0.01,0.08,0.02,0.02,0.04,0.00,0.03,0.02,0.00,0.07,0.02,0.00,0.01,0.09,,0.09,36.00,오싹하다
사일런트힐,0.00,0.00,0.00,0.05,0.01,0.00,0.00,0.02,0.01,0.01,0.01,0.01,0.02,0.04,0.06,0.02,0.01,0.01,0.06,0.00,0.01,0.01,0.01,0.03,0.01,0.02,0.04,0.01,0.02,0.04,0.20,0.07,0.09,0.01,0.03,0.04,,0.20,31.00,공포스럽다
살인소설,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.08,0.03,0.02,0.00,0.02,0.03,0.00,0.02,0.00,0.01,0.03,0.01,0.01,0.02,0.00,0.01,0.06,0.18,0.09,0.17,0.05,0.02,0.09,,0.18,31.00,공포스럽다
삼국지-용의부활,0.00,0.00,0.00,0.09,0.01,0.00,0.00,0.06,0.01,0.01,0.06,0.01,0.04,0.01,0.06,0.13,0.01,0.01,0.09,0.00,0.00,0.03,0.05,0.11,0.06,0.04,0.04,0.00,0.02,0.02,0.00,0.01,0.00,0.00,0.00,0.01,,0.13,16.00,환상적이다
상사부일체-두사부일체3,0.01,0.00,0.01,0.09,0.12,0.01,0.01,0.03,0.02,0.01,0.01,0.00,0.02,0.01,0.03,0.00,0.00,0.02,0.09,0.00,0.00,0.01,0.00,0.11,0.04,0.07,0.10,0.01,0.16,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.16,29.00,불결하다
상하이,0.00,0.00,0.00,0.05,0.01,0.00,0.02,0.06,0.05,0.01,0.03,0.01,0.03,0.02,0.14,0.08,0.00,0.01,0.07,0.00,0.00,0.01,0.01,0.05,0.01,0.01,0.04,0.00,0.01,0.01,0.00,0.11,0.00,0.00,0.03,0.11,,0.14,15.00,대단하다
새드무비,0.02,0.00,0.00,0.03,0.01,0.00,0.01,0.05,0.10,0.02,0.06,0.00,0.01,0.00,0.02,0.01,0.00,0.03,0.08,0.02,0.00,0.35,0.03,0.07,0.03,0.01,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.35,22.00,슬프다
새미의어드벤쳐,0.11,0.00,0.01,0.10,0.02,0.01,0.06,0.02,0.06,0.01,0.15,0.02,0.03,0.02,0.14,0.02,0.01,0.01,0.04,0.00,0.00,0.04,0.00,0.03,0.01,0.01,0.02,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.01,,0.15,11.00,감동적이다
새벽의저주,0.00,0.00,0.00,0.04,0.01,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.02,0.02,0.07,0.01,0.00,0.00,0.02,0.00,0.01,0.00,0.01,0.02,0.01,0.01,0.04,0.00,0.01,0.02,0.05,0.04,0.04,0.00,0.46,0.04,,0.46,35.00,소름끼치다
색즉시공시즌2,0.03,0.01,0.03,0.15,0.25,0.01,0.01,0.04,0.04,0.01,0.08,0.00,0.02,0.00,0.07,0.02,0.01,0.03,0.04,0.00,0.00,0.06,0.00,0.04,0.01,0.01,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.25,5.00,즐겁다
생텀,0.00,0.00,0.00,0.09,0.01,0.00,0.00,0.05,0.01,0.00,0.05,0.00,0.02,0.01,0.06,0.06,0.01,0.07,0.08,0.01,0.00,0.02,0.02,0.08,0.02,0.01,0.03,0.00,0.01,0.03,0.02,0.13,0.02,0.00,0.00,0.06,,0.13,32.00,등골이서늘하다
섀도우헌터스,0.04,0.01,0.01,0.13,0.06,0.00,0.00,0.09,0.09,0.01,0.01,0.00,0.01,0.05,0.06,0.10,0.00,0.01,0.06,0.00,0.00,0.00,0.00,0.07,0.01,0.03,0.05,0.00,0.03,0.00,0.00,0.02,0.00,0.00,0.00,0.01,,0.13,4.00,재미있다
선샤인,0.00,0.00,0.00,0.04,0.00,0.00,0.01,0.05,0.05,0.01,0.04,0.02,0.02,0.04,0.08,0.07,0.01,0.03,0.05,0.01,0.01,0.02,0.01,0.06,0.02,0.01,0.03,0.00,0.01,0.02,0.03,0.08,0.01,0.00,0.13,0.05,,0.13,35.00,소름끼치다
설국열차,0.01,0.00,0.01,0.07,0.02,0.01,0.01,0.08,0.01,0.01,0.03,0.02,0.02,0.05,0.08,0.04,0.01,0.01,0.09,0.00,0.00,0.01,0.04,0.09,0.04,0.03,0.04,0.00,0.02,0.08,0.00,0.03,0.00,0.00,0.01,0.01,,0.09,24.00,안타깝다
세븐데이즈,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.04,0.00,0.00,0.01,0.01,0.03,0.19,0.20,0.04,0.00,0.01,0.03,0.01,0.00,0.00,0.00,0.04,0.01,0.01,0.02,0.00,0.00,0.02,0.00,0.07,0.01,0.00,0.03,0.12,,0.20,15.00,대단하다
세븐파운즈,0.00,0.00,0.00,0.01,0.00,0.00,0.03,0.02,0.04,0.02,0.25,0.00,0.01,0.04,0.04,0.02,0.01,0.03,0.21,0.02,0.00,0.11,0.00,0.04,0.01,0.02,0.02,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,,0.25,11.00,감동적이다
세상에서가장아름다운이별,0.01,0.00,0.00,0.01,0.01,0.00,0.05,0.01,0.10,0.02,0.11,0.00,0.02,0.01,0.05,0.01,0.01,0.07,0.02,0.03,0.01,0.35,0.00,0.02,0.06,0.01,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.35,22.00,슬프다
세상의중심에서사랑을외치다,0.01,0.00,0.00,0.02,0.00,0.00,0.01,0.04,0.21,0.02,0.14,0.00,0.01,0.01,0.04,0.02,0.01,0.04,0.13,0.03,0.00,0.16,0.00,0.04,0.03,0.01,0.02,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.21,9.00,황홀하다
세얼간이,0.02,0.00,0.04,0.12,0.09,0.01,0.02,0.03,0.01,0.01,0.15,0.01,0.02,0.02,0.24,0.02,0.00,0.02,0.04,0.00,0.00,0.02,0.00,0.04,0.01,0.01,0.03,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.24,15.00,대단하다
셔터,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.07,0.02,0.00,0.00,0.04,0.03,0.01,0.04,0.00,0.00,0.02,0.01,0.00,0.01,0.00,0.01,0.00,0.20,0.02,0.27,0.14,0.01,0.00,,0.27,33.00,무섭다
