영화명,달콤하다,신나다,유쾌하다,재미있다,즐겁다,통쾌하다,행복하다,활기있다,황홀하다,감격스럽다,감동적이다,경이롭다,굉장하다,놀라다,대단하다,환상적이다,평온하다,나른하다,지루하다,가슴아프다,서글프다,슬프다,쓸쓸하다,안타깝다,애석하다,격분하다,분노하다,구역질나다,불결하다,잔인하다,공포스럽다,등골이서늘하다,무섭다,무시무시하다,소름끼치다,오싹하다,,MAX,,
크로우즈제로,0.02,0.00,0.01,0.16,0.04,0.02,0.00,0.05,0.01,0.00,0.01,0.01,0.01,0.01,0.09,0.12,0.00,0.01,0.07,0.00,0.00,0.00,0.01,0.05,0.01,0.12,0.03,0.00,0.03,0.06,0.00,0.01,0.00,0.00,0.00,0.01,,0.16,4.00,재미있다
크루즈패밀리,0.05,0.01,0.04,0.10,0.07,0.01,0.03,0.05,0.08,0.01,0.09,0.03,0.03,0.04,0.10,0.04,0.01,0.02,0.03,0.01,0.00,0.03,0.00,0.04,0.03,0.01,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,,0.10,4.00,재미있다
클라우드아틀라스,0.01,0.00,0.00,0.06,0.03,0.00,0.02,0.05,0.04,0.01,0.07,0.03,0.03,0.06,0.09,0.08,0.01,0.01,0.10,0.01,0.00,0.01,0.00,0.06,0.02,0.03,0.06,0.00,0.02,0.01,0.00,0.01,0.00,0.00,0.01,0.01,,0.10,19.00,지루하다
클레멘타인,0.00,0.00,0.00,0.01,0.01,0.00,0.04,0.02,0.03,0.02,0.12,0.02,0.05,0.03,0.22,0.02,0.00,0.00,0.01,0.01,0.00,0.14,0.00,0.04,0.01,0.03,0.08,0.00,0.04,0.01,0.00,0.01,0.01,0.00,0.01,0.00,,0.22,15.00,대단하다
클릭,0.01,0.00,0.03,0.11,0.09,0.00,0.03,0.03,0.03,0.01,0.20,0.00,0.01,0.02,0.09,0.01,0.00,0.07,0.03,0.00,0.00,0.08,0.00,0.03,0.10,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,11.00,감동적이다
킥애스영웅의탄생,0.10,0.02,0.03,0.11,0.04,0.05,0.00,0.06,0.04,0.01,0.01,0.01,0.02,0.05,0.11,0.06,0.00,0.01,0.03,0.00,0.00,0.00,0.00,0.03,0.01,0.02,0.04,0.00,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,,0.12,30.00,잔인하다
킬러스,0.02,0.02,0.07,0.17,0.10,0.01,0.00,0.06,0.02,0.03,0.01,0.00,0.01,0.02,0.05,0.09,0.00,0.03,0.06,0.00,0.00,0.01,0.03,0.07,0.02,0.02,0.02,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.00,0.01,,0.17,4.00,재미있다
킹덤오브헤븐,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.06,0.03,0.01,0.04,0.02,0.07,0.02,0.18,0.09,0.00,0.01,0.14,0.00,0.00,0.01,0.01,0.07,0.04,0.03,0.05,0.00,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.01,,0.18,15.00,대단하다
킹스스피치,0.02,0.00,0.03,0.06,0.03,0.01,0.01,0.04,0.02,0.02,0.23,0.01,0.03,0.02,0.06,0.07,0.03,0.02,0.15,0.01,0.00,0.02,0.01,0.04,0.02,0.01,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.01,,0.23,11.00,감동적이다
킹콩,0.02,0.00,0.00,0.07,0.01,0.00,0.01,0.04,0.07,0.01,0.11,0.01,0.04,0.01,0.15,0.04,0.00,0.01,0.09,0.02,0.00,0.09,0.01,0.05,0.02,0.01,0.03,0.00,0.00,0.01,0.00,0.02,0.01,0.00,0.00,0.02,,0.15,15.00,대단하다
킹콩을들다,0.01,0.00,0.01,0.06,0.07,0.00,0.01,0.04,0.01,0.02,0.28,0.00,0.02,0.01,0.13,0.01,0.00,0.03,0.03,0.01,0.00,0.17,0.00,0.04,0.00,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.28,11.00,감동적이다
타워,0.03,0.00,0.01,0.07,0.03,0.00,0.03,0.04,0.01,0.01,0.15,0.01,0.02,0.02,0.08,0.04,0.01,0.08,0.06,0.00,0.00,0.10,0.00,0.05,0.02,0.01,0.03,0.00,0.01,0.01,0.00,0.04,0.01,0.00,0.01,0.03,,0.15,11.00,감동적이다
타이탄,0.01,0.00,0.00,0.13,0.02,0.01,0.00,0.09,0.01,0.00,0.01,0.00,0.03,0.01,0.06,0.04,0.01,0.03,0.09,0.01,0.00,0.00,0.07,0.13,0.04,0.04,0.06,0.00,0.03,0.02,0.00,0.02,0.00,0.00,0.00,0.02,,0.13,4.00,재미있다
타이탄의분노,0.01,0.01,0.01,0.07,0.04,0.01,0.00,0.05,0.01,0.00,0.01,0.01,0.04,0.02,0.07,0.05,0.00,0.02,0.10,0.00,0.00,0.00,0.03,0.10,0.03,0.04,0.16,0.00,0.02,0.02,0.00,0.02,0.00,0.00,0.00,0.02,,0.16,27.00,분노하다
타인의삶,0.01,0.00,0.00,0.01,0.00,0.00,0.03,0.02,0.07,0.05,0.23,0.03,0.01,0.02,0.12,0.05,0.03,0.01,0.09,0.01,0.00,0.07,0.01,0.04,0.01,0.01,0.03,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.01,,0.23,11.00,감동적이다
타짜,0.01,0.00,0.01,0.14,0.02,0.01,0.00,0.06,0.02,0.01,0.01,0.01,0.04,0.03,0.21,0.11,0.00,0.00,0.07,0.00,0.00,0.00,0.01,0.06,0.02,0.01,0.02,0.00,0.01,0.03,0.00,0.05,0.00,0.00,0.01,0.03,,0.21,15.00,대단하다
태양의노래,0.05,0.00,0.00,0.03,0.01,0.00,0.02,0.03,0.17,0.03,0.19,0.01,0.01,0.01,0.09,0.03,0.01,0.05,0.05,0.01,0.00,0.12,0.01,0.05,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,,0.19,11.00,감동적이다
태풍,0.00,0.00,0.00,0.07,0.01,0.00,0.00,0.11,0.01,0.01,0.06,0.01,0.02,0.01,0.07,0.07,0.00,0.02,0.09,0.02,0.00,0.04,0.01,0.14,0.07,0.04,0.05,0.00,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.14,24.00,안타깝다
터미널,0.04,0.00,0.03,0.10,0.06,0.00,0.02,0.04,0.06,0.02,0.22,0.01,0.01,0.02,0.10,0.04,0.01,0.02,0.06,0.00,0.00,0.03,0.01,0.05,0.02,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.22,11.00,감동적이다
테이큰,0.00,0.00,0.01,0.08,0.01,0.20,0.01,0.03,0.02,0.00,0.02,0.01,0.02,0.01,0.15,0.07,0.00,0.03,0.03,0.00,0.00,0.01,0.01,0.03,0.00,0.01,0.04,0.00,0.00,0.03,0.00,0.06,0.01,0.00,0.00,0.07,,0.20,6.00,통쾌하다
테이큰2,0.01,0.00,0.00,0.07,0.01,0.04,0.01,0.10,0.01,0.00,0.01,0.01,0.02,0.01,0.05,0.06,0.00,0.04,0.07,0.00,0.00,0.00,0.02,0.09,0.06,0.04,0.08,0.00,0.01,0.02,0.00,0.08,0.00,0.00,0.00,0.04,,0.10,8.00,활기있다
통증,0.01,0.00,0.00,0.04,0.02,0.01,0.02,0.05,0.08,0.02,0.09,0.00,0.01,0.01,0.05,0.03,0.01,0.06,0.04,0.07,0.00,0.20,0.02,0.07,0.02,0.01,0.02,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,22.00,슬프다
투모로우,0.01,0.00,0.00,0.11,0.01,0.04,0.01,0.04,0.03,0.01,0.06,0.01,0.05,0.02,0.11,0.05,0.00,0.02,0.05,0.00,0.01,0.01,0.04,0.05,0.03,0.01,0.03,0.00,0.01,0.01,0.05,0.02,0.05,0.00,0.01,0.03,,0.11,4.00,재미있다
투브라더스,0.11,0.00,0.00,0.05,0.01,0.00,0.03,0.03,0.04,0.01,0.32,0.01,0.02,0.01,0.07,0.02,0.00,0.02,0.05,0.01,0.00,0.09,0.00,0.02,0.02,0.02,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.32,11.00,감동적이다
투사부일체,0.01,0.00,0.01,0.15,0.23,0.01,0.00,0.04,0.01,0.00,0.04,0.00,0.01,0.01,0.03,0.01,0.00,0.01,0.10,0.00,0.00,0.02,0.01,0.09,0.04,0.03,0.05,0.01,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.23,5.00,즐겁다
투어리스트,0.01,0.00,0.00,0.05,0.02,0.00,0.00,0.06,0.06,0.01,0.01,0.01,0.01,0.12,0.02,0.05,0.00,0.08,0.21,0.00,0.00,0.00,0.01,0.07,0.05,0.02,0.04,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.04,,0.21,19.00,지루하다
트랜스포머,0.02,0.01,0.02,0.11,0.05,0.01,0.01,0.07,0.01,0.01,0.03,0.03,0.05,0.02,0.19,0.08,0.00,0.02,0.06,0.00,0.00,0.01,0.01,0.07,0.01,0.02,0.03,0.00,0.00,0.01,0.00,0.02,0.00,0.00,0.01,0.02,,0.19,15.00,대단하다
트랜스포머3,0.01,0.00,0.00,0.11,0.03,0.00,0.00,0.07,0.01,0.00,0.01,0.01,0.03,0.02,0.09,0.04,0.00,0.02,0.17,0.01,0.00,0.01,0.02,0.10,0.05,0.04,0.05,0.00,0.02,0.02,0.00,0.01,0.00,0.00,0.00,0.01,,0.17,19.00,지루하다
트랜스포터-라스트미션,0.01,0.00,0.00,0.12,0.01,0.05,0.00,0.04,0.03,0.01,0.00,0.01,0.03,0.01,0.11,0.14,0.00,0.01,0.06,0.01,0.00,0.00,0.00,0.07,0.05,0.04,0.05,0.02,0.01,0.03,0.00,0.01,0.00,0.00,0.00,0.04,,0.14,16.00,환상적이다
트로이,0.02,0.00,0.00,0.09,0.02,0.00,0.00,0.06,0.04,0.01,0.06,0.01,0.06,0.01,0.11,0.22,0.00,0.00,0.05,0.00,0.00,0.02,0.01,0.06,0.03,0.03,0.03,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.01,,0.22,16.00,환상적이다
트론새로운시작,0.00,0.01,0.00,0.11,0.05,0.00,0.00,0.05,0.02,0.01,0.01,0.02,0.04,0.05,0.08,0.07,0.00,0.04,0.11,0.02,0.00,0.00,0.01,0.11,0.02,0.03,0.06,0.00,0.02,0.01,0.00,0.01,0.00,0.00,0.01,0.02,,0.11,19.00,지루하다
트와일라잇,0.06,0.00,0.00,0.14,0.02,0.00,0.00,0.10,0.08,0.00,0.01,0.00,0.01,0.02,0.10,0.13,0.01,0.01,0.06,0.00,0.00,0.00,0.01,0.06,0.03,0.02,0.03,0.00,0.01,0.00,0.01,0.01,0.01,0.00,0.00,0.03,,0.14,4.00,재미있다
특수본,0.01,0.00,0.01,0.10,0.01,0.01,0.00,0.05,0.01,0.00,0.01,0.00,0.02,0.17,0.06,0.05,0.00,0.11,0.08,0.00,0.00,0.01,0.01,0.07,0.02,0.02,0.05,0.00,0.01,0.02,0.00,0.05,0.00,0.00,0.00,0.04,,0.17,14.00,놀라다
티끌모아로맨스,0.11,0.01,0.05,0.15,0.08,0.00,0.01,0.09,0.05,0.02,0.05,0.00,0.01,0.02,0.05,0.04,0.01,0.01,0.08,0.01,0.00,0.01,0.00,0.06,0.02,0.02,0.03,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.15,4.00,재미있다
틴틴,0.02,0.03,0.03,0.14,0.05,0.01,0.00,0.10,0.01,0.00,0.01,0.02,0.02,0.03,0.10,0.03,0.00,0.02,0.15,0.00,0.00,0.00,0.01,0.09,0.03,0.02,0.03,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.03,,0.15,19.00,지루하다
팅커테일러솔저스파이,0.00,0.00,0.00,0.03,0.01,0.01,0.01,0.04,0.03,0.03,0.02,0.01,0.03,0.05,0.10,0.07,0.05,0.01,0.11,0.00,0.00,0.01,0.01,0.04,0.02,0.03,0.05,0.00,0.01,0.02,0.00,0.08,0.00,0.00,0.01,0.11,,0.11,19.00,지루하다
파괴된사나이,0.02,0.00,0.00,0.04,0.00,0.02,0.02,0.04,0.03,0.02,0.03,0.02,0.02,0.05,0.10,0.03,0.00,0.03,0.05,0.02,0.01,0.03,0.01,0.07,0.03,0.03,0.04,0.00,0.01,0.07,0.01,0.05,0.03,0.00,0.02,0.06,,0.10,15.00,대단하다
파라노말액티비티,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.02,0.05,0.05,0.02,0.01,0.01,0.07,0.00,0.04,0.00,0.01,0.03,0.01,0.01,0.03,0.00,0.01,0.01,0.19,0.05,0.25,0.03,0.03,0.01,,0.25,33.00,무섭다
파라노말액티비티2,0.01,0.00,0.00,0.04,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.10,0.03,0.01,0.01,0.01,0.06,0.00,0.04,0.00,0.05,0.06,0.01,0.01,0.03,0.00,0.01,0.01,0.12,0.07,0.19,0.02,0.01,0.02,,0.19,33.00,무섭다
파르나서스박사의상상극장,0.03,0.00,0.01,0.09,0.02,0.00,0.01,0.08,0.03,0.01,0.01,0.00,0.01,0.02,0.05,0.07,0.01,0.02,0.15,0.01,0.00,0.01,0.01,0.14,0.04,0.05,0.07,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.15,19.00,지루하다
파수꾼,0.01,0.00,0.00,0.02,0.00,0.00,0.01,0.02,0.02,0.01,0.09,0.01,0.03,0.05,0.14,0.07,0.01,0.00,0.04,0.08,0.02,0.08,0.03,0.05,0.02,0.02,0.07,0.01,0.01,0.02,0.00,0.01,0.01,0.00,0.02,0.02,,0.14,15.00,대단하다
파퍼씨네펭귄들,0.28,0.00,0.06,0.16,0.10,0.00,0.02,0.03,0.03,0.00,0.06,0.00,0.01,0.01,0.06,0.01,0.01,0.03,0.03,0.00,0.00,0.01,0.00,0.03,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.28,1.00,달콤하다
판의미로-오필리아와세개의열쇠,0.00,0.00,0.00,0.03,0.00,0.00,0.03,0.04,0.04,0.01,0.03,0.00,0.01,0.04,0.06,0.04,0.00,0.01,0.04,0.02,0.01,0.10,0.01,0.04,0.02,0.02,0.03,0.01,0.01,0.27,0.01,0.01,0.02,0.00,0.00,0.02,,0.27,30.00,잔인하다
판타스틱4-실버서퍼의위협,0.01,0.00,0.01,0.15,0.03,0.01,0.00,0.08,0.05,0.00,0.01,0.00,0.02,0.01,0.02,0.04,0.00,0.04,0.12,0.00,0.00,0.00,0.03,0.11,0.06,0.04,0.07,0.00,0.04,0.00,0.00,0.01,0.00,0.00,0.00,0.01,,0.15,4.00,재미있다
패션오브크라이스트,0.02,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.19,0.02,0.10,0.01,0.01,0.02,0.05,0.01,0.00,0.00,0.01,0.11,0.00,0.14,0.00,0.01,0.01,0.02,0.03,0.01,0.01,0.10,0.01,0.00,0.01,0.00,0.01,0.00,,0.19,9.00,황홀하다
팬도럼,0.00,0.00,0.00,0.08,0.01,0.00,0.01,0.05,0.00,0.00,0.01,0.00,0.02,0.13,0.07,0.04,0.00,0.01,0.03,0.00,0.00,0.00,0.01,0.05,0.00,0.01,0.04,0.00,0.02,0.01,0.05,0.15,0.02,0.00,0.04,0.12,,0.15,32.00,등골이서늘하다
퍼블릭에너미,0.01,0.01,0.00,0.07,0.01,0.01,0.00,0.04,0.04,0.01,0.04,0.01,0.02,0.03,0.09,0.13,0.01,0.01,0.14,0.01,0.00,0.02,0.03,0.07,0.04,0.03,0.03,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.01,0.02,,0.14,19.00,지루하다
퍼스트어벤져,0.01,0.00,0.01,0.15,0.02,0.00,0.00,0.10,0.01,0.02,0.01,0.01,0.03,0.01,0.06,0.04,0.01,0.02,0.12,0.00,0.00,0.02,0.03,0.08,0.04,0.03,0.09,0.00,0.04,0.01,0.00,0.01,0.00,0.00,0.01,0.00,,0.15,4.00,재미있다
퍼시잭슨과괴물의바다,0.02,0.01,0.00,0.22,0.04,0.01,0.01,0.10,0.01,0.00,0.01,0.02,0.04,0.03,0.09,0.07,0.00,0.02,0.05,0.00,0.00,0.00,0.01,0.07,0.02,0.02,0.03,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.01,0.04,,0.22,4.00,재미있다
퍼펙트게임,0.01,0.00,0.01,0.08,0.02,0.00,0.02,0.04,0.02,0.01,0.25,0.02,0.06,0.01,0.15,0.05,0.00,0.01,0.05,0.00,0.00,0.04,0.00,0.05,0.01,0.01,0.02,0.00,0.01,0.00,0.00,0.02,0.00,0.00,0.02,0.01,,0.25,11.00,감동적이다
퍼펙트겟어웨이,0.00,0.00,0.00,0.06,0.01,0.02,0.00,0.04,0.02,0.00,0.00,0.02,0.02,0.33,0.03,0.03,0.00,0.04,0.07,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.03,0.00,0.01,0.03,0.00,0.04,0.00,0.00,0.01,0.11,,0.33,14.00,놀라다
페이스메이커,0.01,0.00,0.00,0.04,0.02,0.00,0.02,0.05,0.03,0.02,0.31,0.01,0.02,0.02,0.09,0.03,0.01,0.07,0.06,0.00,0.00,0.09,0.00,0.04,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,,0.31,11.00,감동적이다
페임,0.01,0.09,0.00,0.06,0.04,0.00,0.01,0.14,0.03,0.01,0.06,0.01,0.09,0.01,0.06,0.05,0.00,0.01,0.06,0.00,0.00,0.01,0.01,0.09,0.04,0.01,0.05,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.00,,0.14,8.00,활기있다
평양성,0.02,0.00,0.03,0.17,0.17,0.00,0.01,0.05,0.02,0.00,0.05,0.00,0.01,0.02,0.07,0.02,0.00,0.01,0.09,0.01,0.00,0.01,0.00,0.08,0.03,0.02,0.05,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.17,5.00,즐겁다
평행이론,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.03,0.01,0.00,0.00,0.00,0.01,0.37,0.04,0.02,0.00,0.02,0.07,0.00,0.00,0.00,0.01,0.06,0.01,0.01,0.02,0.00,0.01,0.01,0.01,0.06,0.02,0.00,0.01,0.09,,0.37,14.00,놀라다
폐가,0.00,0.01,0.00,0.02,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.02,0.04,0.05,0.01,0.00,0.01,0.04,0.00,0.04,0.00,0.01,0.04,0.01,0.02,0.03,0.01,0.03,0.01,0.26,0.04,0.22,0.03,0.02,0.01,,0.26,31.00,공포스럽다
포비든킹덤-전설의마스터를찾아서,0.03,0.01,0.03,0.17,0.06,0.02,0.01,0.07,0.05,0.01,0.01,0.01,0.02,0.03,0.09,0.04,0.01,0.04,0.06,0.00,0.00,0.00,0.01,0.08,0.04,0.04,0.04,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,,0.17,4.00,재미있다
포세이돈,0.01,0.00,0.00,0.08,0.01,0.04,0.00,0.05,0.01,0.00,0.04,0.01,0.02,0.01,0.04,0.02,0.00,0.07,0.05,0.00,0.00,0.02,0.06,0.06,0.02,0.01,0.02,0.00,0.01,0.01,0.01,0.12,0.01,0.00,0.00,0.16,,0.16,36.00,오싹하다
포스카인드,0.00,0.00,0.00,0.05,0.01,0.00,0.00,0.02,0.01,0.01,0.01,0.00,0.02,0.10,0.05,0.03,0.01,0.01,0.07,0.00,0.03,0.00,0.01,0.04,0.01,0.02,0.04,0.00,0.01,0.01,0.08,0.03,0.18,0.01,0.07,0.06,,0.18,33.00,무섭다
포화속으로,0.02,0.00,0.00,0.07,0.01,0.00,0.02,0.05,0.01,0.01,0.16,0.01,0.02,0.02,0.10,0.05,0.01,0.01,0.03,0.04,0.06,0.12,0.00,0.06,0.01,0.02,0.03,0.00,0.01,0.02,0.00,0.01,0.01,0.00,0.01,0.01,,0.16,11.00,감동적이다
푸른소금,0.02,0.00,0.01,0.10,0.03,0.00,0.05,0.05,0.12,0.02,0.03,0.04,0.01,0.04,0.06,0.08,0.00,0.02,0.06,0.00,0.00,0.01,0.02,0.10,0.02,0.02,0.03,0.00,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.01,,0.12,9.00,황홀하다
푸시,0.02,0.01,0.00,0.13,0.02,0.01,0.00,0.08,0.04,0.00,0.01,0.01,0.02,0.04,0.04,0.04,0.00,0.02,0.13,0.00,0.00,0.00,0.06,0.10,0.03,0.04,0.04,0.00,0.02,0.01,0.00,0.02,0.00,0.00,0.00,0.04,,0.13,4.00,재미있다
풍산개,0.01,0.00,0.01,0.06,0.04,0.01,0.01,0.05,0.03,0.02,0.07,0.01,0.02,0.04,0.08,0.09,0.00,0.01,0.05,0.04,0.00,0.04,0.01,0.09,0.02,0.04,0.05,0.00,0.04,0.02,0.00,0.01,0.00,0.00,0.00,0.01,,0.09,24.00,안타깝다
프레스티지,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.03,0.01,0.00,0.00,0.01,0.02,0.47,0.07,0.05,0.00,0.02,0.07,0.00,0.00,0.01,0.01,0.03,0.02,0.01,0.02,0.00,0.00,0.01,0.00,0.03,0.01,0.00,0.02,0.02,,0.47,14.00,놀라다
플라이대디,0.03,0.00,0.01,0.09,0.04,0.01,0.01,0.07,0.03,0.01,0.19,0.00,0.02,0.02,0.04,0.04,0.01,0.03,0.06,0.00,0.00,0.02,0.00,0.08,0.03,0.03,0.04,0.00,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.19,11.00,감동적이다
플라이트플랜,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.04,0.02,0.00,0.01,0.00,0.02,0.17,0.04,0.04,0.00,0.05,0.05,0.00,0.00,0.00,0.05,0.05,0.03,0.01,0.02,0.00,0.00,0.01,0.02,0.10,0.01,0.00,0.00,0.15,,0.17,14.00,놀라다
피라냐,0.00,0.01,0.00,0.05,0.03,0.04,0.00,0.03,0.01,0.00,0.01,0.00,0.02,0.02,0.05,0.01,0.00,0.01,0.02,0.00,0.01,0.00,0.01,0.07,0.01,0.03,0.05,0.02,0.04,0.16,0.08,0.04,0.06,0.00,0.01,0.07,,0.16,30.00,잔인하다
피라냐3DD,0.00,0.00,0.01,0.07,0.06,0.02,0.00,0.03,0.01,0.00,0.00,0.00,0.02,0.02,0.04,0.01,0.01,0.01,0.03,0.00,0.02,0.00,0.01,0.07,0.01,0.03,0.05,0.01,0.11,0.07,0.07,0.03,0.08,0.01,0.01,0.07,,0.11,29.00,불결하다
하녀,0.00,0.00,0.01,0.05,0.02,0.01,0.01,0.08,0.02,0.01,0.02,0.01,0.01,0.07,0.04,0.03,0.01,0.02,0.07,0.01,0.01,0.01,0.04,0.11,0.05,0.05,0.07,0.01,0.04,0.01,0.00,0.02,0.01,0.00,0.01,0.05,,0.11,24.00,안타깝다
하모니,0.02,0.00,0.00,0.03,0.03,0.00,0.01,0.01,0.02,0.03,0.20,0.00,0.01,0.01,0.10,0.01,0.01,0.02,0.03,0.01,0.01,0.35,0.00,0.04,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.35,22.00,슬프다
하우스오브왁스,0.01,0.00,0.00,0.06,0.01,0.01,0.00,0.01,0.02,0.00,0.00,0.00,0.01,0.04,0.04,0.03,0.00,0.01,0.04,0.00,0.02,0.00,0.00,0.02,0.00,0.01,0.02,0.02,0.00,0.16,0.19,0.07,0.10,0.00,0.01,0.08,,0.19,31.00,공포스럽다
하울링,0.01,0.00,0.00,0.10,0.01,0.00,0.00,0.07,0.03,0.01,0.06,0.01,0.02,0.02,0.05,0.04,0.00,0.04,0.08,0.01,0.01,0.05,0.01,0.10,0.03,0.02,0.04,0.00,0.02,0.04,0.01,0.03,0.02,0.00,0.00,0.07,,0.10,24.00,안타깝다
하울의움직이는성,0.08,0.00,0.00,0.15,0.01,0.00,0.02,0.05,0.11,0.01,0.09,0.01,0.02,0.02,0.13,0.13,0.01,0.00,0.03,0.00,0.00,0.01,0.01,0.04,0.03,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.15,4.00,재미있다
하이스쿨뮤지컬졸업반,0.09,0.07,0.02,0.18,0.03,0.00,0.02,0.04,0.06,0.01,0.03,0.01,0.05,0.01,0.19,0.05,0.01,0.00,0.03,0.00,0.00,0.01,0.00,0.04,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.19,15.00,대단하다
한반도,0.00,0.00,0.00,0.09,0.01,0.06,0.01,0.06,0.01,0.01,0.04,0.00,0.02,0.01,0.05,0.02,0.00,0.02,0.11,0.02,0.01,0.02,0.03,0.10,0.05,0.05,0.09,0.01,0.06,0.01,0.00,0.01,0.00,0.00,0.00,0.01,,0.11,19.00,지루하다
해결사,0.02,0.00,0.02,0.13,0.07,0.05,0.01,0.06,0.01,0.01,0.02,0.01,0.01,0.03,0.09,0.03,0.00,0.04,0.08,0.00,0.00,0.01,0.00,0.08,0.03,0.03,0.05,0.00,0.01,0.01,0.01,0.04,0.00,0.00,0.00,0.02,,0.13,4.00,재미있다
해리포터와불사조기사단,0.03,0.00,0.00,0.15,0.01,0.00,0.00,0.10,0.02,0.00,0.01,0.00,0.05,0.01,0.05,0.04,0.00,0.01,0.17,0.00,0.00,0.01,0.02,0.08,0.08,0.04,0.05,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.02,,0.17,19.00,지루하다
해리포터와불의잔,0.03,0.01,0.00,0.20,0.02,0.00,0.00,0.08,0.03,0.00,0.01,0.01,0.06,0.01,0.10,0.06,0.00,0.01,0.08,0.00,0.00,0.01,0.02,0.08,0.07,0.02,0.04,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.03,,0.20,4.00,재미있다
해리포터와아즈카반의죄수,0.04,0.00,0.00,0.20,0.01,0.00,0.01,0.09,0.04,0.01,0.01,0.01,0.08,0.03,0.12,0.07,0.01,0.00,0.06,0.00,0.01,0.00,0.01,0.06,0.06,0.01,0.04,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.02,,0.20,4.00,재미있다
해리포터와죽음의성물-2부,0.03,0.00,0.00,0.12,0.01,0.01,0.02,0.03,0.02,0.00,0.05,0.01,0.04,0.02,0.18,0.03,0.00,0.01,0.03,0.00,0.01,0.05,0.02,0.15,0.02,0.01,0.06,0.00,0.01,0.02,0.00,0.01,0.00,0.00,0.01,0.01,,0.18,15.00,대단하다
해바라기,0.01,0.00,0.00,0.06,0.01,0.01,0.02,0.03,0.02,0.01,0.16,0.01,0.02,0.01,0.15,0.06,0.01,0.05,0.03,0.02,0.00,0.11,0.00,0.05,0.01,0.03,0.03,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.02,0.00,,0.16,11.00,감동적이다
해부학교실,0.00,0.00,0.00,0.04,0.01,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.01,0.10,0.02,0.01,0.00,0.02,0.06,0.00,0.04,0.00,0.01,0.06,0.02,0.02,0.02,0.00,0.02,0.01,0.22,0.02,0.19,0.02,0.01,0.01,,0.22,31.00,공포스럽다
