영화명,달콤하다,신나다,유쾌하다,재미있다,즐겁다,통쾌하다,행복하다,활기있다,황홀하다,감격스럽다,감동적이다,경이롭다,굉장하다,놀라다,대단하다,환상적이다,평온하다,나른하다,지루하다,가슴아프다,서글프다,슬프다,쓸쓸하다,안타깝다,애석하다,격분하다,분노하다,구역질나다,불결하다,잔인하다,공포스럽다,등골이서늘하다,무섭다,무시무시하다,소름끼치다,오싹하다
소스코드,0.01,0,0,0.12,0.01,0,0.03,0.06,0.03,0.01,0.09,0.02,0.02,0.08,0.12,0.07,0,0.01,0.06,0,0,0.02,0.01,0.06,0.02,0,0.02,0,0,0.01,0,0.04,0,0,0.02,0.05
소원,0.02,0,0,0.01,0.01,0,0.03,0.03,0.03,0.01,0.1,0,0.01,0.01,0.06,0.02,0.04,0.01,0.02,0.1,0.01,0.23,0,0.05,0.01,0.04,0.08,0,0.01,0.03,0,0,0.01,0,0,0
솔트,0,0,0,0.08,0.01,0.03,0,0.06,0.02,0,0,0,0.01,0.09,0.07,0.07,0,0.03,0.29,0,0,0,0.03,0.05,0.02,0.01,0.02,0,0.01,0.01,0,0.02,0,0,0,0.03
수상한고객들,0.03,0,0.03,0.13,0.12,0,0.04,0.07,0.01,0.01,0.16,0,0.01,0.02,0.08,0.03,0.01,0.03,0.06,0.01,0,0.03,0,0.04,0.02,0.01,0.02,0,0.01,0.01,0,0,0,0,0,0.01
수퍼맨리턴즈,0.01,0,0,0.08,0.02,0.01,0.01,0.08,0.03,0.01,0.04,0.02,0.03,0.02,0.06,0.08,0.01,0.04,0.15,0.01,0,0.01,0.01,0.07,0.05,0.02,0.07,0,0.01,0.01,0,0.01,0,0,0.01,0.01
순정만화,0.11,0,0,0.11,0.03,0,0.01,0.06,0.22,0.02,0.04,0.01,0.01,0.01,0.06,0.03,0.01,0.01,0.11,0,0,0.01,0.01,0.06,0.02,0.01,0.02,0,0.01,0,0,0,0,0,0,0
숨바꼭질2013,0.01,0,0,0.05,0.02,0,0,0.02,0,0,0,0.01,0.02,0.08,0.07,0.02,0.01,0.01,0.04,0.01,0.02,0,0.01,0.05,0.01,0.02,0.03,0,0.02,0.02,0.06,0.09,0.11,0.01,0.04,0.12
쉬즈더맨,0.11,0.01,0.11,0.22,0.11,0.02,0.01,0.03,0.04,0.01,0.02,0,0.01,0.01,0.07,0.08,0,0.05,0.03,0,0,0,0,0.03,0,0,0.01,0,0,0,0,0,0,0,0,0
슈렉3,0.07,0,0.04,0.13,0.13,0.01,0.01,0.07,0.01,0,0.01,0,0.03,0.02,0.03,0.01,0.01,0.02,0.13,0,0.01,0,0,0.1,0.07,0.01,0.03,0,0.01,0.01,0,0.01,0,0,0,0
슈퍼배드,0.27,0.01,0.02,0.19,0.07,0,0.01,0.02,0.04,0,0.08,0,0.02,0.01,0.1,0.01,0.01,0.02,0.03,0,0,0.01,0,0.03,0.01,0,0.04,0,0,0,0,0,0,0,0,0
슈퍼스타감사용,0.01,0,0,0.06,0.03,0,0.13,0.12,0.03,0.01,0.24,0,0.02,0.01,0.09,0.04,0,0.01,0.03,0,0,0.05,0.01,0.04,0.01,0.01,0.03,0,0,0,0,0.01,0,0.01,0,0
슈퍼에이트,0.03,0,0.01,0.1,0.03,0,0,0.09,0.03,0.01,0.03,0.01,0.02,0.04,0.05,0.02,0.01,0.03,0.08,0,0,0,0.03,0.08,0.04,0.03,0.09,0,0.03,0.02,0.01,0.04,0,0,0.02,0.03
스노우화이트앤더헌츠맨,0.03,0,0,0.08,0.02,0.01,0.01,0.07,0.1,0.01,0.01,0.01,0.05,0.06,0.07,0.09,0.01,0.03,0.11,0,0,0,0.01,0.07,0.02,0.02,0.02,0,0.01,0.02,0,0.02,0.01,0,0,0.02
스승의은혜,0,0,0,0.03,0,0,0,0.02,0,0,0,0,0.01,0.18,0.02,0.01,0,0.02,0.03,0.01,0.01,0.01,0.01,0.04,0.01,0.02,0.03,0.01,0.02,0.21,0.16,0.03,0.06,0.01,0,0.02
스위니토드어느잔혹한이발사이야기,0.01,0,0.01,0.03,0.01,0,0.01,0.04,0.03,0.01,0.01,0.01,0.01,0.04,0.07,0.06,0,0.03,0.08,0,0,0.04,0.02,0.06,0.05,0.05,0.04,0.01,0.01,0.2,0,0.02,0.01,0,0.01,0.01
스윙걸즈,0.07,0.05,0.22,0.12,0.13,0.01,0.02,0.03,0.03,0,0.05,0,0.01,0.01,0.06,0.03,0,0.03,0.03,0,0,0.01,0,0.03,0,0.01,0.01,0,0,0,0,0,0,0,0.01,0
스카이라인,0.01,0,0,0.06,0.02,0.01,0.01,0.08,0.01,0,0.02,0.01,0.04,0.04,0.07,0.04,0,0.01,0.04,0.01,0,0,0.03,0.1,0.02,0.06,0.1,0,0.06,0.01,0.01,0.05,0.01,0,0.01,0.04
스켈리톤키,0,0,0,0.04,0,0,0.01,0.03,0.01,0,0,0,0.01,0.39,0.04,0.02,0,0.01,0.04,0,0.01,0.01,0.01,0.04,0.01,0.01,0.02,0,0.01,0.01,0.08,0.04,0.03,0.01,0.03,0.07
스타워즈에피소드3-시스의복수,0,0,0,0.07,0.01,0.01,0,0.04,0.02,0.01,0.04,0.04,0.09,0.02,0.24,0.06,0,0,0.05,0.01,0.01,0.07,0.01,0.06,0.02,0.02,0.06,0,0,0.02,0,0,0,0,0.01,0.01
스타트렉다크니스,0.07,0.01,0.01,0.12,0.03,0.01,0.01,0.07,0.02,0.01,0.02,0.01,0.04,0.03,0.14,0.08,0.01,0.03,0.06,0,0,0.01,0,0.08,0.02,0.01,0.05,0,0.01,0.01,0,0.02,0,0,0,0.01
스타트렉더비기닝,0.02,0.01,0.01,0.16,0.04,0.02,0.01,0.1,0.01,0.01,0.01,0.01,0.05,0.03,0.16,0.06,0.01,0.01,0.06,0,0,0,0,0.06,0.02,0.01,0.04,0,0.01,0.01,0,0.02,0,0,0,0.03
스텝업,0.02,0.07,0.01,0.08,0.06,0,0,0.05,0.05,0.01,0.03,0.01,0.06,0.01,0.1,0.18,0,0.09,0.04,0,0,0,0,0.04,0.01,0.01,0.02,0,0.01,0.01,0,0,0,0,0.01,0
스텝업2-더스트리트,0.03,0.08,0.01,0.11,0.05,0.01,0,0.04,0.02,0,0.02,0.02,0.06,0,0.14,0.14,0.01,0.06,0.05,0,0,0,0,0.07,0.02,0.01,0.01,0,0,0.01,0,0,0,0,0.02,0
스텝업3D,0.05,0.04,0,0.08,0.04,0.01,0,0.03,0.02,0,0.02,0.05,0.05,0.01,0.21,0.11,0.01,0.04,0.03,0,0,0,0,0.07,0.01,0.01,0.01,0,0,0,0,0,0,0,0.07,0
스텝업4,0.03,0.06,0.01,0.07,0.04,0.02,0,0.06,0.03,0,0.02,0.03,0.04,0.02,0.15,0.09,0.01,0.04,0.05,0,0,0.01,0,0.08,0.03,0.01,0.01,0,0.01,0,0,0,0,0,0.07,0
스토커,0,0,0,0.03,0.01,0,0,0.04,0.09,0.01,0.02,0.02,0.02,0.06,0.06,0.1,0.02,0.02,0.07,0,0.01,0,0,0.06,0.02,0.02,0.04,0.01,0.01,0.07,0.01,0.06,0.01,0,0.03,0.06
스파이,0.04,0.01,0.04,0.17,0.21,0.01,0,0.07,0.01,0.01,0.01,0,0.01,0.01,0.07,0.04,0.01,0.02,0.07,0,0,0.01,0,0.06,0.01,0.02,0.04,0,0.02,0.01,0,0.01,0,0,0,0.01
스파이더맨2,0.02,0.03,0.01,0.14,0.02,0.05,0,0.09,0.02,0.01,0.03,0.01,0.05,0.02,0.15,0.07,0,0.01,0.06,0.01,0,0.01,0,0.05,0.03,0.02,0.04,0,0,0.01,0,0.01,0,0,0,0.04
스파이더맨3,0.01,0,0,0.11,0.03,0.01,0,0.09,0.02,0,0.03,0,0.03,0.01,0.07,0.05,0,0.02,0.14,0,0,0.01,0.01,0.09,0.05,0.03,0.09,0,0.01,0.02,0,0.01,0,0,0,0.02
스플라이스,0,0,0,0.04,0,0,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.1,0.03,0.02,0,0.02,0.03,0.01,0.01,0.01,0.01,0.08,0.02,0.04,0.09,0.19,0.04,0.02,0.03,0.03,0.03,0,0.01,0.03
슬픔보다더슬픈이야기,0.01,0,0,0.02,0,0,0.01,0.03,0.13,0.02,0.07,0,0.01,0.03,0.05,0.02,0,0.04,0.03,0.03,0,0.39,0,0.04,0.01,0.01,0.02,0,0.01,0,0,0,0,0,0,0
시간을달리는소녀,0.03,0,0.01,0.13,0.01,0,0.01,0.04,0.06,0.01,0.23,0.01,0.02,0.02,0.14,0.05,0.01,0.01,0.03,0.01,0,0.05,0,0.04,0.03,0,0.02,0,0,0,0,0,0,0,0,0
시라노연애조작단,0.03,0.01,0.05,0.2,0.09,0,0.02,0.06,0.13,0.01,0.04,0,0.02,0.03,0.07,0.02,0.01,0.02,0.06,0.01,0,0.02,0,0.05,0.01,0.01,0.02,0,0,0,0,0,0,0,0,0
시실리2km,0.01,0.01,0.02,0.15,0.22,0.01,0,0.04,0.01,0,0.01,0.01,0.01,0.03,0.06,0.01,0.01,0,0.03,0,0.02,0.01,0.01,0.05,0.01,0.01,0.02,0,0.01,0.01,0.08,0.03,0.05,0.06,0,0.01
시체가돌아왔다,0.03,0.01,0.06,0.14,0.24,0.02,0.01,0.05,0.01,0.01,0.01,0,0.02,0.02,0.1,0.02,0,0.01,0.07,0,0,0.01,0,0.06,0.01,0.02,0.04,0,0.02,0,0,0.01,0,0,0,0.01
시크릿,0,0,0,0.08,0.01,0,0,0.06,0.01,0,0,0,0.01,0.23,0.07,0.06,0,0.04,0.05,0,0,0,0.01,0.07,0.02,0.01,0.02,0,0.01,0.02,0,0.07,0,0,0.01,0.11
식객,0.02,0,0.01,0.17,0.08,0,0.01,0.06,0.01,0.01,0.16,0,0.02,0.01,0.08,0.02,0,0.03,0.04,0,0,0.1,0,0.07,0.02,0.01,0.01,0,0.01,0.01,0,0.01,0,0,0,0
식객김치전쟁,0,0,0.01,0.08,0.04,0,0.01,0.05,0.03,0.02,0.14,0,0.02,0.02,0.06,0.02,0,0.03,0.13,0.01,0,0.06,0.01,0.1,0.05,0.03,0.04,0,0.02,0,0,0.02,0,0,0,0.01
신기전,0.01,0.01,0.02,0.16,0.05,0.1,0.01,0.05,0.02,0.01,0.08,0.01,0.02,0.01,0.12,0.04,0,0.01,0.05,0,0,0.02,0.01,0.06,0.01,0.02,0.04,0,0.01,0.01,0,0.01,0,0,0.02,0.01
신데렐라맨,0.01,0,0,0.02,0,0,0.02,0.05,0.03,0.02,0.27,0.03,0.02,0.01,0.16,0.06,0,0.06,0.04,0.01,0,0.06,0,0.03,0.01,0.01,0.02,0,0,0,0,0.02,0.01,0,0.01,0.01
신들의전쟁,0,0,0,0.09,0.01,0.02,0,0.09,0.01,0,0.01,0.01,0.02,0.01,0.06,0.05,0,0.01,0.08,0,0,0.01,0.01,0.12,0.04,0.07,0.05,0.01,0.04,0.11,0,0.02,0,0,0,0.01
신세계,0.03,0,0,0.09,0.01,0,0.01,0.04,0.01,0.01,0.02,0.02,0.03,0.05,0.18,0.11,0.01,0.02,0.04,0,0,0.01,0,0.05,0.01,0.02,0.03,0,0.01,0.1,0,0.05,0.01,0,0.02,0.01
신화-진시황릉의비밀,0.01,0,0.01,0.13,0.02,0,0,0.05,0.12,0.01,0.06,0,0.02,0.01,0.06,0.07,0.01,0.01,0.05,0,0,0.02,0.03,0.11,0.05,0.03,0.06,0,0.02,0.01,0,0,0,0,0,0
실버라이닝플레이북,0.02,0,0.03,0.05,0.04,0.01,0.02,0.05,0.13,0.02,0.04,0.01,0.01,0.03,0.04,0.08,0.18,0.02,0.05,0.03,0.02,0.01,0,0.03,0.01,0.01,0.03,0,0.01,0,0,0,0,0,0,0.01
실종,0,0,0,0.03,0,0.01,0,0.01,0.01,0,0.01,0.01,0.01,0.02,0.04,0.02,0,0.02,0.03,0.01,0.01,0,0.01,0.05,0.01,0.03,0.07,0.05,0.03,0.21,0.02,0.06,0.07,0,0.03,0.11
심야의FM,0,0,0,0.06,0,0,0,0.04,0.01,0.01,0.01,0,0.02,0.04,0.07,0.06,0,0.03,0.07,0,0,0,0.01,0.06,0.02,0.02,0.04,0,0.01,0.03,0.01,0.16,0.03,0,0.02,0.16
심장이뛴다,0.01,0,0,0.05,0.01,0,0.02,0.05,0.02,0.01,0.09,0.01,0.02,0.02,0.1,0.04,0,0.03,0.1,0.01,0,0.08,0,0.06,0.03,0.03,0.04,0.01,0.02,0.02,0,0.06,0.01,0,0.02,0.05
싸움의기술,0.01,0,0.02,0.15,0.07,0.05,0,0.06,0.01,0,0.03,0,0.01,0.02,0.06,0.06,0,0.01,0.03,0.01,0,0.01,0.01,0.07,0.01,0.1,0.03,0,0.09,0.08,0,0,0,0,0,0
싸이보그지만괜찮아,0.05,0,0.02,0.08,0.04,0,0.01,0.05,0.06,0,0.03,0,0.01,0.04,0.03,0.02,0.01,0.01,0.1,0.01,0,0.02,0.03,0.12,0.06,0.05,0.06,0.01,0.05,0.01,0,0,0,0,0,0
쌍화점,0,0,0,0.06,0.03,0,0,0.05,0.13,0.01,0.04,0.01,0.02,0.06,0.07,0.05,0,0.02,0.04,0.04,0,0.07,0.01,0.09,0.04,0.03,0.03,0.01,0.01,0.02,0,0.02,0,0,0,0.01
써니,0.03,0.01,0.03,0.16,0.1,0,0.03,0.04,0.02,0.01,0.14,0.01,0.02,0.01,0.16,0.02,0,0.01,0.03,0,0,0.05,0,0.06,0.02,0.01,0.03,0,0.01,0.01,0,0,0,0,0,0
써로게이트,0,0,0,0.11,0.01,0,0.01,0.08,0.01,0.01,0.02,0,0.02,0.1,0.05,0.03,0,0.03,0.12,0.01,0.01,0,0.05,0.12,0.05,0.02,0.05,0,0.01,0.01,0,0.02,0.02,0,0,0.04
써커펀치,0.03,0.02,0,0.05,0.03,0.01,0.01,0.05,0.03,0.01,0.02,0.02,0.03,0.06,0.08,0.08,0.01,0.01,0.04,0.01,0,0.03,0,0.07,0.02,0.06,0.06,0,0.09,0.02,0.01,0.01,0,0,0.01,0.02
쏘우,0,0,0,0.03,0.01,0,0.01,0.02,0,0,0,0.01,0.03,0.44,0.07,0.02,0,0.01,0.04,0,0,0,0.01,0.03,0.01,0.01,0.02,0,0.01,0.07,0.02,0.03,0.01,0,0.02,0.07
쏘우2,0,0,0,0.06,0,0,0,0.04,0,0,0,0.01,0.03,0.34,0.07,0.01,0,0,0.03,0.01,0,0,0.01,0.03,0.02,0.01,0.01,0.01,0.01,0.11,0.02,0.04,0.02,0,0.02,0.07
쏘우3,0,0,0,0.02,0,0,0,0.04,0,0,0,0.01,0.03,0.2,0.04,0.01,0,0.01,0.04,0.01,0,0,0,0.04,0.04,0.03,0.03,0.05,0.02,0.31,0.01,0.02,0.01,0,0.01,0.03
씬시티,0,0,0,0.05,0.01,0.01,0,0.04,0.05,0.01,0.01,0.01,0.03,0.1,0.12,0.12,0,0,0.05,0.01,0,0.01,0.01,0.04,0.02,0.02,0.03,0.02,0.01,0.19,0,0,0,0,0,0.01
아기와나,0.22,0,0.01,0.19,0.09,0,0,0.03,0.05,0.01,0.07,0,0.01,0.01,0.08,0.04,0.01,0.01,0.03,0,0,0.03,0,0.05,0.01,0.01,0.02,0,0.02,0,0,0,0,0,0,0
아내가결혼했다,0.02,0,0.03,0.07,0.03,0.01,0.01,0.02,0.14,0.01,0.01,0,0.01,0.05,0.03,0.03,0,0.01,0.04,0.01,0,0.01,0.01,0.06,0.01,0.09,0.1,0.03,0.13,0.01,0,0,0,0,0,0
아는여자,0.07,0,0.07,0.12,0.09,0,0.02,0.03,0.19,0.01,0.04,0.01,0.01,0.03,0.12,0.05,0.01,0.01,0.03,0,0,0.01,0,0.03,0.01,0,0.02,0,0,0,0,0,0,0,0,0.01
아라한장풍대작전,0.03,0.02,0.08,0.18,0.09,0.05,0,0.06,0.02,0.01,0.01,0.01,0.03,0.03,0.08,0.08,0,0.01,0.05,0,0,0,0.01,0.06,0.01,0.02,0.03,0,0.01,0.01,0,0,0,0,0,0.01
아랑,0,0,0,0.03,0,0,0,0.02,0.01,0,0.01,0,0.01,0.14,0.03,0.01,0,0.03,0.02,0.02,0.02,0.05,0,0.04,0.01,0.01,0.01,0,0,0,0.27,0,0.14,0.07,0,0.02
아르고,0,0,0.01,0.05,0,0,0.01,0.04,0.01,0.01,0.03,0.02,0.02,0.03,0.08,0.04,0,0.02,0.08,0,0,0,0,0.04,0.01,0.02,0.03,0,0.01,0.02,0,0.31,0.01,0,0,0.08
아바타,0.01,0,0,0.11,0.01,0,0.01,0.04,0.04,0.01,0.04,0.03,0.04,0.03,0.22,0.06,0.01,0.04,0.08,0.02,0,0.01,0,0.08,0.02,0.01,0.03,0,0.01,0.01,0,0.01,0,0,0.01,0.01
아빠가여자를좋아해,0.05,0,0.05,0.16,0.12,0,0.02,0.07,0.1,0.01,0.07,0,0.01,0.04,0.05,0.03,0,0.02,0.06,0,0,0.01,0.01,0.07,0.01,0.01,0.02,0,0.01,0,0,0,0,0,0,0
"아이,로봇",0.02,0.01,0,0.19,0.03,0.01,0.01,0.04,0.01,0.01,0.06,0.01,0.03,0.04,0.11,0.1,0,0.04,0.06,0,0.01,0.01,0.01,0.05,0.01,0.01,0.05,0,0,0.01,0,0.01,0.02,0,0.01,0.03
아이들,0,0,0,0.04,0.01,0,0.01,0.05,0.01,0,0.04,0,0.02,0.02,0.03,0.02,0.01,0.01,0.14,0.07,0.01,0.07,0.01,0.08,0.03,0.02,0.09,0.01,0.02,0.06,0,0.04,0.03,0,0.01,0.03
아이언맨,0.04,0.01,0.02,0.2,0.04,0.03,0,0.09,0.01,0,0.01,0.01,0.03,0.02,0.14,0.08,0,0.02,0.06,0,0,0,0.01,0.06,0.01,0.02,0.02,0,0,0.01,0,0.01,0,0,0,0.03
아이언맨2,0.01,0.01,0.02,0.14,0.04,0.01,0,0.11,0.01,0,0.01,0,0.02,0.01,0.06,0.04,0,0.01,0.14,0,0,0,0.06,0.08,0.06,0.04,0.06,0,0.02,0.01,0,0.01,0,0,0,0.01
아이언맨3,0.08,0.01,0.02,0.13,0.02,0.01,0.01,0.08,0.02,0,0.01,0.01,0.04,0.03,0.15,0.06,0.01,0.01,0.05,0,0,0,0.01,0.06,0.04,0.02,0.04,0,0.01,0.01,0,0.01,0,0,0.01,0.01
아이엠넘버포,0.02,0,0,0.17,0.02,0.01,0,0.16,0.02,0,0.01,0.01,0.02,0.03,0.07,0.05,0.01,0.03,0.08,0,0,0,0.02,0.06,0.02,0.03,0.05,0,0.02,0.01,0,0.02,0,0,0,0.04
아일랜드,0.01,0,0,0.14,0.02,0.03,0.01,0.05,0.03,0.01,0.03,0.01,0.03,0.05,0.14,0.06,0,0.03,0.06,0,0,0.01,0.02,0.07,0.02,0.01,0.04,0,0,0.02,0.01,0.03,0.02,0,0.01,0.05
아저씨,0.02,0,0,0.07,0.01,0.04,0.01,0.03,0.03,0.01,0.05,0.02,0.02,0.02,0.21,0.15,0,0.02,0.02,0,0,0.02,0,0.04,0.01,0.02,0.03,0,0.01,0.11,0,0.01,0.01,0,0.01,0.01
아파트,0,0,0,0.02,0.01,0,0,0.04,0.01,0,0,0,0.01,0.05,0.02,0.01,0,0.01,0.03,0.05,0.03,0,0.01,0.06,0.03,0.02,0.03,0,0.02,0.01,0.2,0.02,0.19,0.07,0.01,0.01
아포칼립토,0,0,0,0.07,0.01,0.01,0,0.05,0.01,0.01,0.01,0.01,0.02,0.04,0.1,0.06,0,0.01,0.04,0,0,0.01,0.02,0.04,0.01,0.02,0.02,0.01,0.01,0.18,0.02,0.11,0.01,0,0,0.09
악마는프라다를입는다,0.02,0,0.03,0.17,0.09,0.01,0.01,0.06,0.1,0.01,0.04,0.01,0.02,0.02,0.07,0.1,0,0.04,0.05,0,0,0,0.01,0.05,0.01,0.01,0.05,0,0,0.01,0,0,0,0,0,0
악마를보았다,0,0,0,0.03,0.01,0.02,0,0.01,0.01,0,0.01,0.01,0.02,0.02,0.07,0.03,0,0.01,0.02,0.01,0.01,0.01,0,0.04,0.01,0.09,0.1,0.02,0.02,0.29,0.01,0.03,0.03,0,0.02,0.04
알투비리턴투베이스,0.03,0.01,0.02,0.12,0.04,0.03,0.01,0.09,0.02,0.01,0.06,0.01,0.02,0.02,0.08,0.06,0.01,0.04,0.05,0,0,0.02,0,0.07,0.01,0.03,0.05,0,0.02,0.01,0,0.02,0,0,0,0.04
알포인트,0,0,0,0.04,0,0,0,0.02,0,0,0.01,0,0.03,0.04,0.08,0.02,0,0,0.02,0,0.03,0,0.01,0.03,0.01,0.01,0.01,0,0,0.01,0.31,0.06,0.13,0.06,0.03,0.02
애자,0.02,0,0.01,0.04,0.04,0,0.01,0.02,0.05,0.03,0.13,0,0.01,0.01,0.13,0.02,0,0.06,0.05,0.01,0,0.25,0,0.04,0.02,0.01,0.01,0,0,0.01,0,0,0,0,0,0
애프터어스,0.02,0,0,0.06,0.01,0,0,0.11,0.02,0.01,0.02,0.01,0.03,0.05,0.04,0.04,0.01,0.04,0.08,0.01,0,0,0.01,0.1,0.05,0.07,0.08,0,0.03,0.02,0.01,0.02,0,0,0,0.01
앨빈과슈퍼밴드2,0.46,0.01,0.01,0.18,0.03,0,0,0.02,0.01,0,0.03,0,0.01,0.01,0.1,0.01,0.01,0,0.02,0,0,0,0,0.02,0.01,0,0.01,0,0,0,0,0,0,0,0,0
야수,0,0,0,0.07,0.01,0.02,0.01,0.08,0.01,0.01,0.05,0.01,0.04,0.04,0.1,0.08,0,0.02,0.05,0.02,0,0.04,0.04,0.11,0.02,0.03,0.04,0,0.01,0.03,0,0.02,0,0,0,0.02
야수와미녀,0.08,0,0.05,0.16,0.18,0.01,0.01,0.04,0.12,0,0.05,0,0.01,0.01,0.07,0.03,0,0.03,0.03,0,0,0.02,0,0.03,0,0.01,0.01,0,0,0,0,0,0,0,0,0
어린신부,0.23,0.01,0.03,0.19,0.07,0,0,0.04,0.07,0.01,0.03,0,0.01,0.01,0.05,0.04,0.01,0.02,0.03,0,0,0,0,0.04,0.01,0.02,0.02,0,0.01,0.01,0,0,0,0,0,0
어벤져스,0.05,0.01,0.05,0.15,0.06,0.02,0.01,0.06,0.02,0,0.01,0.01,0.03,0.01,0.16,0.04,0,0.02,0.11,0,0,0,0,0.06,0.01,0.02,0.03,0,0.01,0.01,0,0.01,0,0,0,0.01
어웨이크,0,0,0,0.07,0.01,0,0,0.04,0.05,0,0.02,0,0.01,0.26,0.03,0.02,0,0.05,0.07,0.02,0,0.01,0.04,0.07,0.02,0.03,0.03,0,0.01,0.01,0.01,0.04,0.01,0,0,0.06
언노운2011,0,0,0,0.09,0.01,0.01,0,0.08,0.01,0,0,0,0.01,0.25,0.05,0.05,0,0.03,0.06,0,0,0,0.04,0.06,0.03,0.01,0.02,0,0.01,0.01,0,0.05,0,0,0,0.09
언스토퍼블,0,0,0,0.07,0.01,0,0,0.05,0.01,0,0.03,0,0.02,0.02,0.07,0.05,0,0.09,0.06,0,0,0.01,0.01,0.04,0.01,0.01,0.02,0,0.01,0.01,0,0.23,0.01,0,0,0.15
업,0.06,0.02,0.02,0.11,0.05,0,0.03,0.07,0.08,0.01,0.18,0.01,0.01,0.01,0.12,0.02,0.01,0.01,0.03,0,0,0.06,0,0.03,0.02,0,0.02,0,0,0,0,0,0,0,0,0.01
업사이드다운,0.01,0,0,0.05,0.01,0,0.01,0.05,0.15,0,0.03,0.03,0.03,0.09,0.04,0.05,0.01,0.02,0.09,0.01,0,0.01,0.02,0.13,0.02,0.02,0.04,0,0.04,0.01,0,0.01,0,0,0,0.01
에라곤,0.04,0.01,0,0.16,0.02,0,0,0.14,0.01,0,0.01,0,0.02,0.01,0.05,0.05,0,0.03,0.08,0,0,0,0.03,0.1,0.05,0.03,0.06,0,0.04,0.01,0,0.01,0,0,0,0.02
에반게리온파,0,0,0,0.05,0.01,0,0.02,0.05,0.02,0.01,0.04,0.07,0.06,0.09,0.2,0.04,0.01,0,0.04,0.01,0,0.01,0,0.04,0.02,0.02,0.08,0,0.01,0.02,0,0.01,0.01,0,0.03,0.01
에반올마이티,0.02,0.01,0.09,0.21,0.16,0.02,0.02,0.05,0.02,0,0.09,0.01,0.01,0.01,0.05,0.01,0,0.01,0.06,0,0,0.01,0.01,0.05,0.02,0.01,0.02,0,0.01,0,0,0,0,0,0,0
에이리언VS프레데터2,0,0,0,0.09,0.01,0,0,0.08,0,0,0,0.01,0.02,0.01,0.04,0.02,0.01,0.01,0.06,0,0,0,0.06,0.08,0.05,0.08,0.06,0,0.04,0.13,0.01,0.05,0.01,0,0,0.03
에이트빌로우,0.04,0,0,0.03,0,0.01,0.01,0.01,0.06,0.02,0.38,0.01,0.01,0.01,0.11,0.05,0,0.02,0.03,0.01,0,0.1,0,0.03,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0
엑스맨-최후의전쟁,0.02,0.01,0.01,0.15,0.04,0.02,0,0.08,0.02,0,0.01,0.01,0.04,0.03,0.07,0.05,0,0.01,0.06,0,0,0.01,0.04,0.11,0.07,0.02,0.04,0,0.01,0.03,0,0.01,0.01,0,0,0.01
엑스맨탄생울버린,0.02,0,0,0.18,0.03,0.02,0,0.07,0.01,0,0.01,0,0.04,0.02,0.11,0.11,0.01,0.01,0.04,0,0,0.01,0.03,0.09,0.04,0.03,0.03,0,0.01,0.02,0,0.01,0,0,0,0.02
엑스맨퍼스트클래스,0.02,0,0.01,0.17,0.02,0.01,0,0.08,0.01,0,0.01,0.01,0.08,0.02,0.24,0.06,0,0.01,0.06,0,0,0.01,0,0.06,0.03,0.01,0.03,0,0,0.01,0,0.01,0,0,0.01,0.01
엘리시움,0.01,0.01,0,0.06,0.01,0.01,0.01,0.1,0.01,0,0.02,0.01,0.03,0.03,0.05,0.04,0,0.04,0.07,0.01,0,0.02,0.02,0.09,0.05,0.04,0.15,0,0.02,0.04,0,0.02,0,0,0,0.01
엣지오브다크니스,0,0.01,0.02,0.04,0.02,0.04,0.02,0.09,0.02,0.01,0.04,0,0.02,0.04,0.06,0.05,0.01,0.01,0.09,0.01,0,0.02,0.02,0.06,0.02,0.05,0.07,0,0.01,0.03,0,0.03,0,0,0,0.07
여고괴담5,0,0.01,0,0.03,0.01,0,0,0.03,0.03,0,0.01,0,0.02,0.06,0.02,0,0,0.02,0.05,0,0.04,0.01,0.01,0.06,0.02,0.02,0.05,0,0.02,0,0.16,0.01,0.19,0.06,0,0.01
여교수의은밀한매력,0.01,0,0.01,0.04,0.03,0,0.01,0.02,0.01,0,0,0,0.02,0.02,0.03,0.05,0,0.01,0.08,0,0,0.01,0.02,0.17,0.07,0.1,0.17,0.01,0.08,0.01,0,0,0,0,0,0.01
여배우들,0.02,0.01,0.04,0.13,0.06,0.01,0,0.05,0.04,0.01,0.02,0,0.02,0.06,0.05,0.04,0,0.02,0.1,0.02,0,0.01,0,0.08,0.01,0.04,0.05,0.07,0.02,0.01,0,0.01,0,0,0,0.01
"연애,그참을수없는가벼움",0,0,0,0.04,0.02,0,0.01,0.03,0.22,0.01,0.04,0.01,0.01,0.02,0.06,0.03,0,0.01,0.04,0.1,0.01,0.1,0.02,0.06,0.02,0.03,0.04,0,0.03,0.01,0,0,0.01,0,0.01,0
연애의목적,0.06,0,0.02,0.09,0.03,0.01,0.02,0.04,0.16,0.01,0.03,0,0.01,0.06,0.08,0.07,0.01,0.02,0.03,0.03,0.01,0.02,0,0.05,0.01,0.03,0.05,0.01,0.02,0.01,0,0,0.01,0,0,0.01
엽문,0,0,0,0.1,0.01,0.06,0,0.03,0.03,0.01,0.09,0.02,0.03,0.02,0.22,0.12,0.01,0.02,0.02,0.01,0,0.01,0,0.04,0.01,0.03,0.05,0,0.01,0.01,0,0,0,0,0.02,0
